date,product_id,site_id,quantity_sold,revenue,cost,profit,top_category,sub_category,brand
2024-10-30,MAC Activity Makeup,LOC004,3,1952.874,1342.737,610.137,Beauty & Personal Care,Makeup,MAC
2024-10-30,Nivea Win Haircare,LOC009,2,2014.76,1313.224,701.5360000000001,Beauty & Personal Care,Haircare,Nivea
2024-10-30,MAC Risk Skincare,LOC009,2,30.90905695188053,19.074,11.835056951880528,Beauty & Personal Care,Skincare,MAC
2024-10-30,L'Oreal Choice Personal Hygiene,LOC009,4,3509.3520000000003,1995.488,1513.8640000000003,Beauty & Personal Care,Personal Hygiene,L'Oreal
2024-10-30,Samsung Interesting Smartphones,LOC009,1,156.651,63.55800000000001,93.093,Electronics,Smartphones,Samsung
2024-10-30,Nivea Recognize Makeup,LOC009,1,1035.3310000000001,602.162,433.1690000000001,Beauty & Personal Care,Makeup,Nivea
2024-10-30,Adidas No Kids' Clothing,LOC009,1,273.636,121.84700000000001,151.78900000000002,Apparel,Kids' Clothing,Adidas
2024-10-30,Dove Whatever Haircare,LOC017,1,215.116,144.02300000000002,71.09299999999999,Beauty & Personal Care,Haircare,Dove
2024-10-30,MAC Black Makeup,LOC017,1,937.5520000000001,472.45000000000005,465.1020000000001,Beauty & Personal Care,Makeup,MAC
2024-10-30,Kraft Fall Confectionery,LOC017,2,327.074,145.70600000000002,181.368,Food & Beverages,Confectionery,Kraft
2024-10-30,Apple Today Gaming,LOC017,4,994.268,589.864,404.404,Electronics,Gaming,Apple
2024-10-30,PepsiCo Truth Groceries,LOC017,3,3271.851,2131.14,1140.7110000000002,Food & Beverages,Groceries,PepsiCo
2024-10-30,Maybelline Ahead Personal Hygiene,LOC017,1,883.311,613.0960000000001,270.2149999999999,Beauty & Personal Care,Personal Hygiene,Maybelline
2024-10-30,H&M Tv Women's Clothing,LOC017,5,1510.905,861.575,649.3299999999999,Apparel,Women's Clothing,H&M
2024-10-30,Samsung From Gaming,LOC017,3,1295.25,648.714,646.536,Electronics,Gaming,Samsung
2024-10-31,IKEA Miss Kitchen,LOC001,3,1271.754,805.7280000000001,466.02599999999984,Home & Living,Kitchen,IKEA
2024-10-31,Maybelline Fear Skincare,LOC001,3,972.741,517.9680000000001,454.7729999999999,Beauty & Personal Care,Skincare,Maybelline
2024-10-31,Kellogg's Particularly Health Foods,LOC001,2,297.814,145.508,152.306,Food & Beverages,Health Foods,Kellogg's
2024-10-31,Nivea Less Makeup,LOC001,2,1522.928,756.8000000000001,766.128,Beauty & Personal Care,Makeup,Nivea
2024-10-31,LG Ahead Gaming,LOC001,1,957.407,616.8140000000001,340.59299999999996,Electronics,Gaming,LG
2024-10-31,Sony Certainly Audio Devices,LOC001,1,523.3910000000001,267.11300000000006,256.278,Electronics,Audio Devices,Sony
2024-10-31,Dove Feel Skincare,LOC014,3,1313.235,801.768,511.46699999999987,Beauty & Personal Care,Skincare,Dove
2024-10-31,MAC Activity Makeup,LOC014,1,650.958,447.579,203.37899999999996,Beauty & Personal Care,Makeup,MAC
2024-10-31,Dove When Makeup,LOC014,4,4176.700000000001,2371.732,1804.9680000000008,Beauty & Personal Care,Makeup,Dove
2024-10-31,Maybelline Sister Personal Hygiene,LOC014,3,2126.487,851.5650000000002,1274.922,Beauty & Personal Care,Personal Hygiene,Maybelline
2024-10-31,H&M Hard Kids' Clothing,LOC014,4,3388.132,1947.2640000000001,1440.868,Apparel,Kids' Clothing,H&M
2024-10-31,Nivea Take Fragrances,LOC014,3,2348.6430000000005,1627.824,720.8190000000004,Beauty & Personal Care,Fragrances,Nivea
2024-10-31,MAC Activity Makeup,LOC014,1,650.958,447.579,203.37899999999996,Beauty & Personal Care,Makeup,MAC
2024-10-31,Levi's Middle Kids' Clothing,LOC014,3,2342.8020000000006,1529.8800000000003,812.9220000000003,Apparel,Kids' Clothing,Levi's
2024-10-31,L'Oreal Measure Makeup,LOC014,1,666.93,457.886,209.04399999999993,Beauty & Personal Care,Makeup,L'Oreal
2024-10-31,HP Be Gaming,LOC014,3,744.4140000000001,443.19000000000005,301.22400000000005,Electronics,Gaming,HP
2024-10-31,Wayfair Whom Bedding,LOC016,2,1042.2720000000002,526.504,515.7680000000001,Home & Living,Bedding,Wayfair
2024-10-31,Levi's Play Footwear,LOC016,2,1275.252,603.3720000000001,671.8799999999999,Apparel,Footwear,Levi's
2024-10-31,Dove Realize Skincare,LOC016,5,5197.72,2784.485,2413.235,Beauty & Personal Care,Skincare,Dove
2024-10-31,H&M Tv Women's Clothing,LOC016,3,906.5429999999999,516.945,389.59799999999984,Apparel,Women's Clothing,H&M
2024-10-31,Maybelline Draw Fragrances,LOC016,4,3670.5240000000003,2162.6000000000004,1507.924,Beauty & Personal Care,Fragrances,Maybelline
2024-10-31,Nivea Less Makeup,LOC016,3,2284.3920000000003,1135.2,1149.1920000000002,Beauty & Personal Care,Makeup,Nivea
2024-10-31,Wayfair Player Furniture,LOC016,5,4826.47,2593.0850000000005,2233.3849999999998,Home & Living,Furniture,Wayfair
2024-10-31,H&M Tv Women's Clothing,LOC016,4,1208.724,689.2600000000001,519.4639999999998,Apparel,Women's Clothing,H&M
2024-10-31,Nivea Yard Makeup,LOC014,4,1914.46259829826,1743.236,171.2265982982599,Beauty & Personal Care,Makeup,Nivea
2024-10-31,Wayfair Husband Furniture,LOC014,3,1975.2248997463914,1647.8220000000001,327.4028997463913,Home & Living,Furniture,Wayfair
2024-10-31,H&M Tv Women's Clothing,LOC014,4,1208.724,689.2600000000001,519.4639999999998,Apparel,Women's Clothing,H&M
2024-10-31,Maybelline Relationship Skincare,LOC014,2,2168.2540000000004,1437.986,730.2680000000003,Beauty & Personal Care,Skincare,Maybelline
2024-10-31,Maybelline Hand Haircare,LOC014,5,1620.4650000000001,722.59,897.8750000000001,Beauty & Personal Care,Haircare,Maybelline
2024-10-31,H&M Test Kids' Clothing,LOC014,3,195.36000000000004,92.763,102.59700000000004,Apparel,Kids' Clothing,H&M
2024-10-31,PepsiCo Truth Groceries,LOC014,4,4362.468000000001,2841.52,1520.9480000000008,Food & Beverages,Groceries,PepsiCo
2024-10-31,Kellogg's Partner Confectionery,LOC020,1,467.56600000000003,279.29,188.276,Food & Beverages,Confectionery,Kellogg's
2024-10-31,HP Outside Laptops,LOC020,1,939.4110000000001,413.66600000000005,525.745,Electronics,Laptops,HP
2024-10-31,Apple Chair Smartphones,LOC020,2,34.21,19.602,14.608,Electronics,Smartphones,Apple
2024-10-31,IKEA Beautiful Storage,LOC020,3,785.0700000000002,433.2900000000001,351.7800000000001,Home & Living,Storage,IKEA
2024-10-31,HP Find Smartphones,LOC020,1,711.9530000000001,447.4030000000001,264.55,Electronics,Smartphones,HP
2024-10-31,LG Environment Gaming,LOC020,2,117.19400000000002,81.29,35.90400000000001,Electronics,Gaming,LG
2024-10-31,IKEA Congress Storage,LOC020,4,1993.3760000000002,1388.816,604.5600000000002,Home & Living,Storage,IKEA
2024-10-31,LG Action Laptops,LOC020,3,666.7980000000001,313.26900000000006,353.52900000000005,Electronics,Laptops,LG
2024-10-31,Nivea Yard Makeup,LOC020,3,1435.958432158157,1307.4270000000001,128.5314321581568,Beauty & Personal Care,Makeup,Nivea
2024-10-31,Levi's Play Footwear,LOC020,2,1275.252,603.3720000000001,671.8799999999999,Apparel,Footwear,Levi's
2024-10-31,HomeDepot Lead Storage,LOC010,4,88.308,57.068000000000005,31.240000000000002,Home & Living,Storage,HomeDepot
2024-10-31,H&M Tv Women's Clothing,LOC010,4,1208.724,689.2600000000001,519.4639999999998,Apparel,Women's Clothing,H&M
2024-10-31,L'Oreal Choice Personal Hygiene,LOC010,1,877.3380000000001,498.872,378.46600000000007,Beauty & Personal Care,Personal Hygiene,L'Oreal
2024-10-31,HomeDepot Lead Storage,LOC010,2,44.154,28.534000000000002,15.620000000000001,Home & Living,Storage,HomeDepot
2024-10-31,Kellogg's Partner Confectionery,LOC010,1,467.56600000000003,279.29,188.276,Food & Beverages,Confectionery,Kellogg's
2024-10-31,Maybelline Light Haircare,LOC010,4,3213.232,1867.932,1345.3,Beauty & Personal Care,Haircare,Maybelline
2024-10-31,LG Ahead Gaming,LOC010,4,3829.628,2467.2560000000003,1362.3719999999998,Electronics,Gaming,LG
2024-10-31,Apple Chair Smartphones,LOC010,5,85.525,49.005,36.52,Electronics,Smartphones,Apple
2024-10-31,Maybelline Media Fragrances,LOC010,1,1020.1070000000001,641.2340000000002,378.87299999999993,Beauty & Personal Care,Fragrances,Maybelline
2024-10-31,Levi's Middle Kids' Clothing,LOC004,2,1561.8680000000002,1019.9200000000002,541.948,Apparel,Kids' Clothing,Levi's
2024-10-31,Sony Mention Laptops,LOC004,5,4019.455,2611.29,1408.165,Electronics,Laptops,Sony
2024-10-31,Maybelline Draw Fragrances,LOC004,2,1835.2620000000002,1081.3000000000002,753.962,Beauty & Personal Care,Fragrances,Maybelline
2024-10-31,Crate & Barrel Course Storage,LOC010,3,3001.6140000000005,1889.7120000000002,1111.9020000000003,Home & Living,Storage,Crate & Barrel
2024-10-31,HP Be Gaming,LOC010,2,496.27600000000007,295.46000000000004,200.81600000000003,Electronics,Gaming,HP
2024-10-31,Nivea Take Fragrances,LOC010,1,782.8810000000001,542.6080000000001,240.27300000000002,Beauty & Personal Care,Fragrances,Nivea
2024-10-31,Dell Race Smartphones,LOC010,2,2042.1280000000002,908.38,1133.748,Electronics,Smartphones,Dell
2024-10-31,Kraft Fall Confectionery,LOC010,4,654.148,291.41200000000003,362.736,Food & Beverages,Confectionery,Kraft
2024-10-31,HP Seat Laptops,LOC010,1,904.6070000000001,585.9150000000001,318.692,Electronics,Laptops,HP
2024-10-31,Nivea Worry Personal Hygiene,LOC010,1,181.4683497396953,155.353,26.11534973969529,Beauty & Personal Care,Personal Hygiene,Nivea
2024-10-31,Coca-Cola Exist Health Foods,LOC010,2,841.1920000000001,428.78000000000003,412.4120000000001,Food & Beverages,Health Foods,Coca-Cola
2024-10-31,IKEA Congress Storage,LOC008,4,1993.3760000000002,1388.816,604.5600000000002,Home & Living,Storage,IKEA
2024-10-31,Nivea Least Haircare,LOC008,4,346.324,193.116,153.208,Beauty & Personal Care,Haircare,Nivea
2024-10-31,Nivea Less Makeup,LOC008,5,3807.32,1892.0000000000002,1915.32,Beauty & Personal Care,Makeup,Nivea
2024-10-31,Kellogg's Likely Confectionery,LOC008,1,129.899,73.42500000000001,56.47399999999999,Food & Beverages,Confectionery,Kellogg's
2024-10-31,Nivea Win Haircare,LOC008,4,4029.52,2626.448,1403.0720000000001,Beauty & Personal Care,Haircare,Nivea
2024-10-31,Wayfair Husband Furniture,LOC008,3,2563.9680000000003,1647.8220000000001,916.1460000000002,Home & Living,Furniture,Wayfair
2024-10-31,H&M Trial Footwear,LOC008,1,325.64400000000006,170.07100000000003,155.57300000000004,Apparel,Footwear,H&M
2024-10-31,Kraft Fall Confectionery,LOC008,1,163.537,72.85300000000001,90.684,Food & Beverages,Confectionery,Kraft
2024-10-31,Dell Race Smartphones,LOC018,4,4084.2560000000003,1816.76,2267.496,Electronics,Smartphones,Dell
2024-10-31,HP Visit Gaming,LOC018,1,202.32300000000004,141.361,60.962000000000046,Electronics,Gaming,HP
2024-10-31,Maybelline Hand Haircare,LOC018,4,1296.372,578.072,718.3000000000001,Beauty & Personal Care,Haircare,Maybelline
2024-10-31,Wayfair One Decor,LOC018,2,380.70309241419943,313.41200000000003,67.2910924141994,Home & Living,Decor,Wayfair
2024-10-31,Kellogg's Likely Confectionery,LOC018,2,184.28010220268106,146.85000000000002,37.43010220268104,Food & Beverages,Confectionery,Kellogg's
2024-10-31,Apple Chair Smartphones,LOC018,1,17.105,9.801,7.304,Electronics,Smartphones,Apple
2024-10-31,Levi's Middle Kids' Clothing,LOC018,1,780.9340000000001,509.9600000000001,270.974,Apparel,Kids' Clothing,Levi's
2024-10-31,LG Action Laptops,LOC018,5,1111.33,522.1150000000001,589.2149999999998,Electronics,Laptops,LG
2024-10-31,L'Oreal Measure Makeup,LOC014,2,1333.86,915.772,418.08799999999985,Beauty & Personal Care,Makeup,L'Oreal
2024-10-31,PepsiCo Tax Health Foods,LOC014,3,1914.6930000000002,1314.1920000000002,600.501,Food & Beverages,Health Foods,PepsiCo
2024-10-31,H&M Hard Kids' Clothing,LOC014,3,2541.099,1460.448,1080.651,Apparel,Kids' Clothing,H&M
2024-10-31,LG Ahead Gaming,LOC014,1,957.407,616.8140000000001,340.59299999999996,Electronics,Gaming,LG
2024-10-31,Dove Feel Skincare,LOC014,4,1750.98,1069.0240000000001,681.9559999999999,Beauty & Personal Care,Skincare,Dove
2024-10-31,Samsung From Gaming,LOC014,3,1295.25,648.714,646.536,Electronics,Gaming,Samsung
2024-10-31,L'Oreal Activity Personal Hygiene,LOC014,2,2044.5700000000002,1288.034,756.5360000000001,Beauty & Personal Care,Personal Hygiene,L'Oreal
2024-10-31,MAC Represent Makeup,LOC014,4,1494.064,793.892,700.172,Beauty & Personal Care,Makeup,MAC
2024-10-31,Apple Those Home Appliances,LOC014,1,36.87200000000001,25.124000000000002,11.748000000000005,Electronics,Home Appliances,Apple
2024-10-31,Maybelline Draw Fragrances,LOC013,3,2752.8930000000005,1621.95,1130.9430000000004,Beauty & Personal Care,Fragrances,Maybelline
2024-10-31,Apple Those Home Appliances,LOC013,1,36.87200000000001,25.124000000000002,11.748000000000005,Electronics,Home Appliances,Apple
2024-10-31,Levi's Play Footwear,LOC013,1,637.626,301.68600000000004,335.93999999999994,Apparel,Footwear,Levi's
2024-10-31,L'Oreal Decade Haircare,LOC013,5,644.0667131946108,403.70000000000005,240.36671319461072,Beauty & Personal Care,Haircare,L'Oreal
2024-10-31,H&M Test Kids' Clothing,LOC013,2,130.24,61.842000000000006,68.398,Apparel,Kids' Clothing,H&M
2024-10-31,Kellogg's Partner Confectionery,LOC003,4,1870.2640000000001,1117.16,753.104,Food & Beverages,Confectionery,Kellogg's
2024-10-31,IKEA How Bedding,LOC003,3,1989.5777734416286,1516.4160000000002,473.1617734416284,Home & Living,Bedding,IKEA
2024-10-31,Dove Indicate Skincare,LOC003,5,726.33,374.93500000000006,351.395,Beauty & Personal Care,Skincare,Dove
2024-10-31,Samsung From Gaming,LOC003,4,1727.0000000000002,864.9520000000001,862.0480000000001,Electronics,Gaming,Samsung
2024-10-31,Nike Change Kids' Clothing,LOC003,5,3110.6350000000007,1716.3300000000002,1394.3050000000005,Apparel,Kids' Clothing,Nike
2024-10-31,L'Oreal Public Haircare,LOC003,4,2928.2000000000003,1520.1560000000002,1408.044,Beauty & Personal Care,Haircare,L'Oreal
2024-10-31,Dove When Makeup,LOC001,2,2088.3500000000004,1185.866,902.4840000000004,Beauty & Personal Care,Makeup,Dove
2024-10-31,Dove When Makeup,LOC001,5,4470.779529586763,2964.665,1506.1145295867627,Beauty & Personal Care,Makeup,Dove
2024-10-31,MAC Represent Makeup,LOC001,4,1494.064,793.892,700.172,Beauty & Personal Care,Makeup,MAC
2024-10-31,Kraft Environment Snacks,LOC001,2,1197.0420000000001,538.7800000000001,658.2620000000001,Food & Beverages,Snacks,Kraft
2024-10-31,Coca-Cola Exist Health Foods,LOC001,2,841.1920000000001,428.78000000000003,412.4120000000001,Food & Beverages,Health Foods,Coca-Cola
2024-10-31,Nivea Take Fragrances,LOC012,4,3131.5240000000003,2170.4320000000002,961.0920000000001,Beauty & Personal Care,Fragrances,Nivea
2024-10-31,Gap Already Men's Clothing,LOC012,2,1474.7040000000002,666.9520000000001,807.7520000000001,Apparel,Men's Clothing,Gap
2024-10-31,HP Visit Gaming,LOC012,1,202.32300000000004,141.361,60.962000000000046,Electronics,Gaming,HP
2024-10-31,Wayfair One Decor,LOC012,3,675.972,470.11800000000005,205.85399999999993,Home & Living,Decor,Wayfair
2024-10-31,HP Find Smartphones,LOC012,1,623.3083782451212,447.4030000000001,175.90537824512109,Electronics,Smartphones,HP
2024-10-31,Wayfair Whom Bedding,LOC006,4,2084.5440000000003,1053.008,1031.5360000000003,Home & Living,Bedding,Wayfair
2024-10-31,Levi's Play Footwear,LOC006,5,3188.13,1508.43,1679.7,Apparel,Footwear,Levi's
2024-10-31,Sony Certainly Audio Devices,LOC006,4,2093.5640000000003,1068.4520000000002,1025.112,Electronics,Audio Devices,Sony
2024-10-31,Maybelline Relationship Skincare,LOC006,2,2168.2540000000004,1437.986,730.2680000000003,Beauty & Personal Care,Skincare,Maybelline
2024-10-31,Kellogg's Partner Confectionery,LOC020,4,1870.2640000000001,1117.16,753.104,Food & Beverages,Confectionery,Kellogg's
2024-10-31,Coca-Cola Sense Confectionery,LOC020,2,1061.874,523.1160000000001,538.7579999999999,Food & Beverages,Confectionery,Coca-Cola
2024-10-31,Wayfair One Decor,LOC020,2,450.648,313.41200000000003,137.236,Home & Living,Decor,Wayfair
2024-10-31,Apple Chair Smartphones,LOC020,3,51.31500000000001,29.403000000000002,21.91200000000001,Electronics,Smartphones,Apple
2024-10-31,PepsiCo Tax Health Foods,LOC020,4,2552.9240000000004,1752.256,800.6680000000003,Food & Beverages,Health Foods,PepsiCo
2024-10-31,Levi's Good Accessories,LOC001,1,925.4850000000001,604.9780000000001,320.50700000000006,Apparel,Accessories,Levi's
2024-10-31,Samsung From Gaming,LOC001,1,431.75000000000006,216.23800000000003,215.51200000000003,Electronics,Gaming,Samsung
2024-10-31,L'Oreal Choice Personal Hygiene,LOC001,1,685.2899254119579,498.872,186.41792541195792,Beauty & Personal Care,Personal Hygiene,L'Oreal
2024-10-31,Kraft Environment Snacks,LOC001,3,1795.563,808.1700000000001,987.393,Food & Beverages,Snacks,Kraft
2024-11-01,Nestle Eight Confectionery,LOC017,2,389.904,189.26399999999998,200.64000000000001,Food & Beverages,Confectionery,Nestle
2024-11-01,Nestle Eight Confectionery,LOC017,4,779.808,378.52799999999996,401.28000000000003,Food & Beverages,Confectionery,Nestle
2024-11-01,PepsiCo Tax Health Foods,LOC017,1,696.2520000000001,477.888,218.3640000000001,Food & Beverages,Health Foods,PepsiCo
2024-11-01,H&M Trial Footwear,LOC017,3,1065.7440000000001,556.596,509.14800000000014,Apparel,Footwear,H&M
2024-11-01,LG Ahead Gaming,LOC017,4,4177.776,2691.552,1486.2239999999997,Electronics,Gaming,LG
2024-11-01,HP Focus Home Appliances,LOC017,1,535.848,277.296,258.55199999999996,Electronics,Home Appliances,HP
2024-11-01,L'Oreal Public Haircare,LOC008,4,2247.3733392917193,1658.352,589.0213392917192,Beauty & Personal Care,Haircare,L'Oreal
2024-11-01,Dove Indicate Skincare,LOC008,3,475.416,245.41199999999998,230.00400000000002,Beauty & Personal Care,Skincare,Dove
2024-11-01,Nivea Less Makeup,LOC008,6,4153.44,2064.0,2089.4399999999996,Beauty & Personal Care,Makeup,Nivea
2024-11-01,L'Oreal Decade Haircare,LOC008,4,718.128,352.32,365.80800000000005,Beauty & Personal Care,Haircare,L'Oreal
2024-11-01,Maybelline Light Haircare,LOC008,1,876.3359999999999,509.4359999999999,366.9,Beauty & Personal Care,Haircare,Maybelline
2024-11-01,Dell Interview Audio Devices,LOC008,4,1114.464,640.464,473.9999999999999,Electronics,Audio Devices,Dell
2024-11-01,Gap Already Men's Clothing,LOC006,6,4021.92,1818.9600000000003,2202.96,Apparel,Men's Clothing,Gap
2024-11-01,H&M Test Kids' Clothing,LOC006,4,284.16,134.928,149.23200000000003,Apparel,Kids' Clothing,H&M
2024-11-01,L'Oreal Choice Personal Hygiene,LOC007,4,3828.384,2176.8959999999997,1651.4880000000003,Beauty & Personal Care,Personal Hygiene,L'Oreal
2024-11-01,IKEA Congress Storage,LOC007,2,1087.296,757.536,329.7600000000001,Home & Living,Storage,IKEA
2024-11-01,Kellogg's Likely Confectionery,LOC007,4,566.832,320.4,246.43200000000002,Food & Beverages,Confectionery,Kellogg's
2024-11-01,Nivea Take Fragrances,LOC007,2,1708.104,1183.8719999999998,524.2320000000002,Beauty & Personal Care,Fragrances,Nivea
2024-11-01,HomeDepot Detail Furniture,LOC007,1,87.624,40.356,47.267999999999994,Home & Living,Furniture,HomeDepot
2024-11-01,Dove Painting Personal Hygiene,LOC007,1,115.512,55.379999999999995,60.132000000000005,Beauty & Personal Care,Personal Hygiene,Dove
2024-11-01,IKEA Beautiful Storage,LOC007,1,285.48,157.56,127.92000000000002,Home & Living,Storage,IKEA
2024-11-01,IKEA Letter Decor,LOC007,4,4437.023999999999,2775.3120000000004,1661.711999999999,Home & Living,Decor,IKEA
2024-11-01,HP Seat Laptops,LOC007,2,1973.6879999999999,1278.36,695.328,Electronics,Laptops,HP
2024-11-01,Kellogg's Partner Confectionery,LOC007,2,1020.144,609.36,410.784,Food & Beverages,Confectionery,Kellogg's
2024-11-01,Wayfair One Decor,LOC007,4,983.232,683.808,299.424,Home & Living,Decor,Wayfair
2024-11-01,Nivea Take Fragrances,LOC007,1,854.052,591.9359999999999,262.1160000000001,Beauty & Personal Care,Fragrances,Nivea
2024-11-01,Adidas No Kids' Clothing,LOC007,6,1492.56,664.62,827.9399999999999,Apparel,Kids' Clothing,Adidas
2024-11-01,HP Seat Laptops,LOC011,4,3947.3759999999997,2556.72,1390.656,Electronics,Laptops,HP
2024-11-01,Levi's Good Accessories,LOC011,4,4038.48,2639.904,1398.576,Apparel,Accessories,Levi's
2024-11-01,Samsung Traditional Audio Devices,LOC011,6,2533.6799999999994,1361.76,1171.9199999999994,Electronics,Audio Devices,Samsung
2024-11-01,MAC Black Makeup,LOC003,4,4091.136,2061.6,2029.536,Beauty & Personal Care,Makeup,MAC
2024-11-01,IKEA Letter Decor,LOC003,2,2218.5119999999997,1387.6560000000002,830.8559999999995,Home & Living,Decor,IKEA
2024-11-01,Kraft Environment Snacks,LOC003,4,2611.728,1175.52,1436.208,Food & Beverages,Snacks,Kraft
2024-11-01,HP Visit Gaming,LOC006,6,1103.5800000000002,771.06,332.5200000000002,Electronics,Gaming,HP
2024-11-01,Crate & Barrel Course Storage,LOC006,3,3274.4880000000003,2061.504,1212.9840000000004,Home & Living,Storage,Crate & Barrel
2024-11-01,L'Oreal Decade Haircare,LOC006,1,179.532,88.08,91.45200000000001,Beauty & Personal Care,Haircare,L'Oreal
2024-11-01,Samsung From Gaming,LOC006,4,1511.8966532119443,943.5840000000001,568.3126532119443,Electronics,Gaming,Samsung
2024-11-01,HP Visit Gaming,LOC006,1,220.716,154.212,66.50400000000002,Electronics,Gaming,HP
2024-11-01,HomeDepot Lead Storage,LOC006,2,48.168,31.128,17.04,Home & Living,Storage,HomeDepot
2024-11-01,Coca-Cola Drug Snacks,LOC009,4,439.96799999999996,296.928,143.03999999999996,Food & Beverages,Snacks,Coca-Cola
2024-11-01,PepsiCo Hotel Beverages,LOC009,1,147.25199999999998,97.044,50.207999999999984,Food & Beverages,Beverages,PepsiCo
2024-11-01,Dove Indicate Skincare,LOC009,3,475.416,245.41199999999998,230.00400000000002,Beauty & Personal Care,Skincare,Dove
2024-11-01,H&M Trial Footwear,LOC009,3,1065.7440000000001,556.596,509.14800000000014,Apparel,Footwear,H&M
2024-11-01,Maybelline Hand Haircare,LOC009,3,1060.668,472.96799999999996,587.6999999999999,Beauty & Personal Care,Haircare,Maybelline
2024-11-01,HomeDepot Lead Storage,LOC009,6,120.41999999999999,77.82000000000001,42.59999999999998,Home & Living,Storage,HomeDepot
2024-11-01,Sony Mention Laptops,LOC016,1,876.9719999999999,569.736,307.2359999999999,Electronics,Laptops,Sony
2024-11-01,Gap Month Footwear,LOC016,1,685.236,340.67999999999995,344.55600000000004,Apparel,Footwear,Gap
2024-11-01,Adidas No Kids' Clothing,LOC016,1,298.512,132.92399999999998,165.58800000000002,Apparel,Kids' Clothing,Adidas
2024-11-01,Nivea Billion Haircare,LOC016,2,2010.816,1233.528,777.288,Beauty & Personal Care,Haircare,Nivea
2024-11-01,Crate & Barrel Goal Kitchen,LOC016,1,570.312,335.18399999999997,235.12800000000004,Home & Living,Kitchen,Crate & Barrel
2024-11-01,Maybelline Draw Fragrances,LOC016,1,1001.052,589.8,411.25200000000007,Beauty & Personal Care,Fragrances,Maybelline
2024-11-01,L'Oreal Decade Haircare,LOC016,2,359.064,176.16,182.90400000000002,Beauty & Personal Care,Haircare,L'Oreal
2024-11-01,Maybelline Media Fragrances,LOC016,6,5564.22,3497.6400000000003,2066.58,Beauty & Personal Care,Fragrances,Maybelline
2024-11-01,HP Seat Laptops,LOC012,1,986.8439999999999,639.18,347.664,Electronics,Laptops,HP
2024-11-01,LG Action Laptops,LOC012,4,969.8879999999999,455.66400000000004,514.2239999999999,Electronics,Laptops,LG
2024-11-01,Maybelline Sister Personal Hygiene,LOC012,6,3866.3399999999997,1548.3,2318.04,Beauty & Personal Care,Personal Hygiene,Maybelline
2024-11-01,Nivea Yard Makeup,LOC012,3,2162.628,1426.2839999999999,736.3440000000003,Beauty & Personal Care,Makeup,Nivea
2024-11-01,Nivea Win Haircare,LOC008,1,786.1294557860009,716.304,69.82545578600093,Beauty & Personal Care,Haircare,Nivea
2024-11-01,Levi's Play Footwear,LOC008,1,695.592,329.11199999999997,366.48,Apparel,Footwear,Levi's
2024-11-01,H&M Trial Footwear,LOC008,2,710.496,371.064,339.43199999999996,Apparel,Footwear,H&M
2024-11-01,Dove When Makeup,LOC008,1,1139.1,646.8359999999999,492.264,Beauty & Personal Care,Makeup,Dove
2024-11-01,MAC Risk Skincare,LOC008,4,79.15199999999999,41.616,37.53599999999999,Beauty & Personal Care,Skincare,MAC
2024-11-01,LG Commercial Gaming,LOC008,1,630.564,308.088,322.47599999999994,Electronics,Gaming,LG
2024-11-01,Kellogg's Particularly Health Foods,LOC008,2,324.888,158.736,166.152,Food & Beverages,Health Foods,Kellogg's
2024-11-01,Nivea Take Fragrances,LOC008,4,3416.208,2367.7439999999997,1048.4640000000004,Beauty & Personal Care,Fragrances,Nivea
2024-11-01,L'Oreal Measure Makeup,LOC011,3,2182.68,1498.5359999999998,684.144,Beauty & Personal Care,Makeup,L'Oreal
2024-11-01,Samsung Interesting Smartphones,LOC011,2,341.784,138.672,203.112,Electronics,Smartphones,Samsung
2024-11-01,L'Oreal Decade Haircare,LOC011,2,359.064,176.16,182.90400000000002,Beauty & Personal Care,Haircare,L'Oreal
2024-11-01,L'Oreal Best Haircare,LOC011,1,284.436,136.704,147.73199999999997,Beauty & Personal Care,Haircare,L'Oreal
2024-11-01,Levi's Play Footwear,LOC011,3,2086.776,987.3359999999999,1099.44,Apparel,Footwear,Levi's
2024-11-01,MAC Represent Makeup,LOC011,6,2037.36,1082.5800000000002,954.7799999999997,Beauty & Personal Care,Makeup,MAC
2024-11-01,Kraft Read Groceries,LOC011,6,1570.6799999999998,977.8199999999999,592.8599999999999,Food & Beverages,Groceries,Kraft
2024-11-01,Maybelline Sister Personal Hygiene,LOC018,1,773.2679999999999,309.66,463.6079999999999,Beauty & Personal Care,Personal Hygiene,Maybelline
2024-11-01,Levi's Play Footwear,LOC018,1,695.592,329.11199999999997,366.48,Apparel,Footwear,Levi's
2024-11-01,Kraft Fall Confectionery,LOC018,3,535.212,238.428,296.784,Food & Beverages,Confectionery,Kraft
2024-11-01,LG Environment Gaming,LOC018,1,63.924,44.34,19.583999999999996,Electronics,Gaming,LG
2024-11-01,Nestle Across Health Foods,LOC018,4,2218.7999999999997,1466.8319999999999,751.9679999999998,Food & Beverages,Health Foods,Nestle
2024-11-01,Apple Chair Smartphones,LOC018,1,18.66,10.692,7.968,Electronics,Smartphones,Apple
2024-11-01,Coca-Cola Drug Snacks,LOC018,1,109.99199999999999,74.232,35.75999999999999,Food & Beverages,Snacks,Coca-Cola
2024-11-01,PepsiCo Truth Groceries,LOC001,6,5948.820000000001,3874.7999999999997,2074.020000000001,Food & Beverages,Groceries,PepsiCo
