date,product_id,product_name,top_category,sub_category,age_segment,channel,quantity,unit_price,total_amount,revenue
2024-11-07 12:03:58.260205,P000004,Levi's Middle Kids' Clothing,Apparel,Kids' Clothing,Baby Boomers,Display Ads,2,774.15,1548.29,1548.3
2024-11-07 12:03:58.260205,P000054,Levi's Best Footwear,Apparel,Footwear,Baby Boomers,Display Ads,1,632.63,632.63,632.63
2024-11-07 12:03:58.260205,P000067,H&M Trial Footwear,Apparel,Footwear,Baby Boomers,Display Ads,5,321.48,1607.42,1607.4
2024-11-07 12:03:58.260205,P000076,Adidas Rise Women's Clothing,Apparel,Women's Clothing,Baby Boomers,Display Ads,3,176.41,529.24,529.23
2024-11-07 12:03:58.260205,P000071,H&M Test Kids' Clothing,Apparel,Kids' Clothing,Baby Boomers,Display Ads,1,60.7,60.7,60.7
2024-11-07 12:03:58.260205,P000071,H&M Test Kids' Clothing,Apparel,Kids' Clothing,Baby Boomers,Display Ads,3,59.66,178.98,178.98
2024-11-07 12:03:58.260205,P000001,Gap Month Footwear,Apparel,Footwear,Baby Boomers,Display Ads,2,624.63,1249.26,1249.26
2024-11-07 12:03:58.260205,P000067,H&M Trial Footwear,Apparel,Footwear,Baby Boomers,Display Ads,4,311.08,1244.3,1244.32
2024-11-07 12:03:58.260205,P000100,Wayfair Husband Furniture,Home & Living,Furniture,Baby Boomers,Email Marketing,3,766.43,2299.29,2299.29
2024-11-07 12:03:58.260205,P000062,IKEA How Bedding,Home & Living,Bedding,Baby Boomers,Email Marketing,1,739.4,739.4,739.4
2024-11-07 12:03:58.260205,P000089,IKEA Miss Kitchen,Home & Living,Kitchen,Baby Boomers,Email Marketing,4,395.99,1583.97,1583.96
2024-11-07 12:03:58.260205,P000063,HomeDepot Detail Furniture,Home & Living,Furniture,Baby Boomers,Email Marketing,2,80.04,160.07,160.08
2024-11-07 12:03:58.260205,P000089,IKEA Miss Kitchen,Home & Living,Kitchen,Baby Boomers,Email Marketing,5,380.37,1901.83,1901.85
2024-11-07 12:03:58.260205,P000078,Crate & Barrel Goal Kitchen,Home & Living,Kitchen,Baby Boomers,Email Marketing,4,504.81,2019.24,2019.24
2024-11-07 12:03:58.260205,P000058,Wayfair Whom Bedding,Home & Living,Bedding,Baby Boomers,Email Marketing,5,515.88,2579.38,2579.4
2024-11-07 12:03:58.260205,P000009,Nestle Across Health Foods,Food & Beverages,Health Foods,Baby Boomers,Email Marketing,3,446.19,1338.58,1338.57
2024-11-07 12:03:58.260205,P000021,Coca-Cola Sense Confectionery,Food & Beverages,Confectionery,Baby Boomers,Email Marketing,2,464.84,929.69,929.68
2024-11-07 12:03:58.260205,P000051,PepsiCo Once Confectionery,Food & Beverages,Confectionery,Baby Boomers,Email Marketing,2,248.29,496.58,496.58
2024-11-07 12:03:58.260205,P000095,Kraft Environment Snacks,Food & Beverages,Snacks,Baby Boomers,Email Marketing,2,528.09,1056.18,1056.18
2024-11-07 12:03:58.260205,P000022,Maybelline Fear Skincare,Beauty & Personal Care,Skincare,Baby Boomers,Email Marketing,1,290.7,290.7,290.7
2024-11-07 12:03:58.260205,P000050,L'Oreal Decade Haircare,Beauty & Personal Care,Haircare,Baby Boomers,Email Marketing,3,156.6,469.8,469.79999999999995
2024-11-07 12:03:58.260205,P000007,HomeDepot Lead Storage,Home & Living,Storage,Baby Boomers,Affiliate Marketing,1,19.51,19.51,19.51
2024-11-07 12:03:58.260205,P000003,IKEA Letter Decor,Home & Living,Decor,Baby Boomers,Affiliate Marketing,1,998.33,998.33,998.33
2024-11-07 12:03:58.260205,P000078,Crate & Barrel Goal Kitchen,Home & Living,Kitchen,Baby Boomers,Affiliate Marketing,1,497.33,497.33,497.33
2024-11-07 12:03:58.260205,P000078,Crate & Barrel Goal Kitchen,Home & Living,Kitchen,Baby Boomers,Affiliate Marketing,4,488.26,1953.06,1953.04
2024-11-07 12:03:58.260205,P000062,IKEA How Bedding,Home & Living,Bedding,Baby Boomers,Affiliate Marketing,3,728.93,2186.79,2186.79
2024-11-07 12:03:58.260205,P000008,IKEA Beautiful Storage,Home & Living,Storage,Baby Boomers,Affiliate Marketing,5,231.04,1155.18,1155.2
2024-11-07 12:03:58.260205,P000089,IKEA Miss Kitchen,Home & Living,Kitchen,Baby Boomers,Affiliate Marketing,2,390.79,781.58,781.58
2024-11-07 12:03:58.260205,P000089,IKEA Miss Kitchen,Home & Living,Kitchen,Baby Boomers,Affiliate Marketing,5,368.55,1842.75,1842.75
2024-11-07 12:03:58.260205,P000007,HomeDepot Lead Storage,Home & Living,Storage,Baby Boomers,Affiliate Marketing,4,19.96,79.83,79.84
2024-11-07 12:03:58.260205,P000078,Crate & Barrel Goal Kitchen,Home & Living,Kitchen,Baby Boomers,Affiliate Marketing,2,509.67,1019.35,1019.34
2024-11-07 12:03:58.260205,P000077,Crate & Barrel Course Storage,Home & Living,Storage,Baby Boomers,Affiliate Marketing,5,910.77,4553.87,4553.85
2024-11-07 12:03:58.260205,P000010,HP Visit Gaming,Electronics,Gaming,Baby Boomers,Affiliate Marketing,3,187.66,562.98,562.98
2024-11-07 12:03:58.260205,P000057,Sony Career Gaming,Electronics,Gaming,Baby Boomers,Affiliate Marketing,3,127.53,382.58,382.59000000000003
2024-11-07 12:03:58.260205,P000037,LG Ahead Gaming,Electronics,Gaming,Baby Boomers,Affiliate Marketing,3,946.31,2838.92,2838.93
2024-11-07 12:03:58.260205,P000047,Samsung Interesting Smartphones,Electronics,Smartphones,Baby Boomers,Affiliate Marketing,3,142.28,426.85,426.84000000000003
2024-11-07 12:03:58.260205,P000048,Maybelline Hand Haircare,Beauty & Personal Care,Haircare,Baby Boomers,Affiliate Marketing,2,296.4,592.81,592.8
2024-11-07 12:03:58.260205,P000074,Nivea Win Haircare,Beauty & Personal Care,Haircare,Baby Boomers,Affiliate Marketing,5,896.9,4484.52,4484.5
2024-11-07 12:03:58.260205,P000050,L'Oreal Decade Haircare,Beauty & Personal Care,Haircare,Baby Boomers,Affiliate Marketing,3,145.89,437.68,437.66999999999996
2024-11-07 12:03:58.260205,P000032,Nivea Billion Haircare,Beauty & Personal Care,Haircare,Baby Boomers,Affiliate Marketing,5,919.56,4597.8,4597.799999999999
2024-11-07 12:03:58.260205,P000045,Nivea Take Fragrances,Beauty & Personal Care,Fragrances,Baby Boomers,Affiliate Marketing,3,710.78,2132.34,2132.34
2024-11-08 12:03:58.260205,P000023,Gap Already Men's Clothing,Apparel,Men's Clothing,Gen Z,Social Media,4,599.13,2396.52,2396.52
2024-11-08 12:03:58.260205,P000098,HP Find Smartphones,Electronics,Smartphones,Gen Z,Social Media,3,613.22,1839.65,1839.66
2024-11-08 12:03:58.260205,P000088,Sony Mention Laptops,Electronics,Laptops,Gen Z,Social Media,2,641.86,1283.72,1283.72
2024-11-08 12:03:58.260205,P000098,HP Find Smartphones,Electronics,Smartphones,Gen Z,Social Media,5,546.42,2732.09,2732.1
2024-11-08 12:03:58.260205,P000053,LG Environment Gaming,Electronics,Gaming,Gen Z,Social Media,2,47.87,95.75,95.74
2024-11-08 12:03:58.260205,P000037,LG Ahead Gaming,Electronics,Gaming,Gen Z,Social Media,2,815.8,1631.61,1631.6
2024-11-08 12:03:58.260205,P000075,Samsung Choice Laptops,Electronics,Laptops,Gen Z,Social Media,3,351.97,1055.9,1055.91
2024-11-08 12:03:58.260205,P000065,Samsung From Gaming,Electronics,Gaming,Gen Z,Social Media,1,350.24,350.24,350.24
2024-11-08 12:03:58.260205,P000057,Sony Career Gaming,Electronics,Gaming,Gen Z,Social Media,5,104.42,522.08,522.1
2024-11-08 12:03:58.260205,P000096,Kellogg's Likely Confectionery,Food & Beverages,Confectionery,Gen Z,Social Media,1,107.99,107.99,107.99
2024-11-08 12:03:58.260205,P000062,IKEA How Bedding,Home & Living,Bedding,Gen Z,Social Media,5,644.35,3221.77,3221.75
2024-11-08 12:03:58.260205,P000063,HomeDepot Detail Furniture,Home & Living,Furniture,Gen Z,Social Media,5,62.15,310.74,310.75
2024-11-08 12:03:58.260205,P000078,Crate & Barrel Goal Kitchen,Home & Living,Kitchen,Gen Z,Social Media,4,390.43,1561.72,1561.72
2024-11-08 12:03:58.260205,P000058,Wayfair Whom Bedding,Home & Living,Bedding,Gen Z,Social Media,1,427.16,427.16,427.16
2024-11-08 12:03:58.260205,P000077,Crate & Barrel Course Storage,Home & Living,Storage,Gen Z,Social Media,1,759.62,759.62,759.62
2024-11-08 12:03:58.260205,P000078,Crate & Barrel Goal Kitchen,Home & Living,Kitchen,Gen Z,Social Media,4,426.5,1706.02,1706.0
2024-11-08 12:03:58.260205,P000068,IKEA Congress Storage,Home & Living,Storage,Gen Z,Social Media,5,421.53,2107.66,2107.6499999999996
2024-11-08 12:03:58.260205,P000091,Wayfair One Decor,Home & Living,Decor,Gen Z,Social Media,5,176.09,880.43,880.45
2024-11-08 12:03:58.260205,P000068,IKEA Congress Storage,Home & Living,Storage,Gen Z,Social Media,5,375.09,1875.47,1875.4499999999998
2024-11-08 12:03:58.260205,P000058,Wayfair Whom Bedding,Home & Living,Bedding,Gen Z,Social Media,5,437.52,2187.61,2187.6
2024-11-08 12:03:58.260205,P000078,Crate & Barrel Goal Kitchen,Home & Living,Kitchen,Gen Z,Social Media,4,402.34,1609.35,1609.36
2024-11-08 12:03:58.260205,P000031,Coca-Cola Drug Snacks,Food & Beverages,Snacks,Gen Z,Paid Search,5,75.44,377.2,377.2
2024-11-08 12:03:58.260205,P000092,Nestle Eight Confectionery,Food & Beverages,Confectionery,Gen Z,Paid Search,2,134.62,269.24,269.24
2024-11-08 12:03:58.260205,P000059,Apple Today Gaming,Electronics,Gaming,Gen Z,Display Ads,2,191.31,382.61,382.62
2024-11-08 12:03:58.260205,P000037,LG Ahead Gaming,Electronics,Gaming,Gen Z,Display Ads,3,806.3,2418.89,2418.8999999999996
2024-11-08 12:03:58.260205,P000088,Sony Mention Laptops,Electronics,Laptops,Gen Z,Display Ads,5,595.95,2979.76,2979.75
2024-11-08 12:03:58.260205,P000036,HP Be Gaming,Electronics,Gaming,Gen Z,Display Ads,2,212.82,425.64,425.64
2024-11-08 12:03:58.260205,P000065,Samsung From Gaming,Electronics,Gaming,Gen Z,Display Ads,1,341.09,341.09,341.09
2024-11-08 12:03:58.260205,P000069,HP Seat Laptops,Electronics,Laptops,Gen Z,Display Ads,5,743.33,3716.67,3716.65
2024-11-08 12:03:58.260205,P000069,HP Seat Laptops,Electronics,Laptops,Gen Z,Display Ads,1,772.88,772.88,772.88
2024-11-08 12:03:58.260205,P000088,Sony Mention Laptops,Electronics,Laptops,Gen Z,Display Ads,3,620.17,1860.5,1860.5099999999998
2024-11-08 12:03:58.260205,P000083,HP Outside Laptops,Electronics,Laptops,Gen Z,Display Ads,1,801.66,801.66,801.66
2024-11-08 12:03:58.260205,P000020,Apple Chair Smartphones,Electronics,Smartphones,Gen Z,Display Ads,2,14.6,29.2,29.2
2024-11-08 12:03:58.260205,P000083,HP Outside Laptops,Electronics,Laptops,Gen Z,Display Ads,1,748.71,748.71,748.71
2024-11-08 12:03:58.260205,P000085,MAC Activity Makeup,Beauty & Personal Care,Makeup,Gen Z,Display Ads,4,539.76,2159.05,2159.04
2024-11-08 12:03:58.260205,P000022,Maybelline Fear Skincare,Beauty & Personal Care,Skincare,Gen Z,Display Ads,4,277.99,1111.94,1111.96
2024-11-08 12:03:58.260205,P000046,PepsiCo Tax Health Foods,Food & Beverages,Health Foods,Gen Z,Display Ads,5,519.11,2595.56,2595.55
2024-11-08 12:03:58.260205,P000052,Kraft Fall Confectionery,Food & Beverages,Confectionery,Gen Z,Display Ads,5,136.09,680.47,680.45
2024-11-08 12:03:58.260205,P000068,IKEA Congress Storage,Home & Living,Storage,Gen Z,Display Ads,4,406.61,1626.45,1626.44
2024-11-08 12:03:58.260205,P000007,HomeDepot Lead Storage,Home & Living,Storage,Gen Z,Display Ads,1,16.49,16.49,16.49
2024-11-08 12:03:58.260205,P000007,HomeDepot Lead Storage,Home & Living,Storage,Gen Z,Display Ads,2,16.1,32.19,32.2
2024-11-08 12:03:58.260205,P000088,Sony Mention Laptops,Electronics,Laptops,Gen Z,Email Marketing,5,644.63,3223.15,3223.15
2024-11-08 12:03:58.260205,P000010,HP Visit Gaming,Electronics,Gaming,Gen Z,Email Marketing,5,158.14,790.7,790.6999999999999
2024-11-08 12:03:58.260205,P000010,HP Visit Gaming,Electronics,Gaming,Gen Z,Email Marketing,3,159.58,478.74,478.74
2024-11-08 12:03:58.260205,P000052,Kraft Fall Confectionery,Food & Beverages,Confectionery,Gen Z,Email Marketing,4,130.45,521.8,521.8
2024-11-08 12:03:58.260205,P000096,Kellogg's Likely Confectionery,Food & Beverages,Confectionery,Gen Z,Email Marketing,3,99.65,298.95,298.95000000000005
2024-11-08 12:03:58.260205,P000003,IKEA Letter Decor,Home & Living,Decor,Gen Z,Email Marketing,1,815.39,815.39,815.39
2024-11-08 12:03:58.260205,P000068,IKEA Congress Storage,Home & Living,Storage,Gen Z,Email Marketing,1,426.43,426.43,426.43
2024-11-08 12:03:58.260205,P000013,Wayfair Player Furniture,Home & Living,Furniture,Gen Z,Email Marketing,2,783.47,1566.94,1566.94
2024-11-08 12:03:58.260205,P000013,Wayfair Player Furniture,Home & Living,Furniture,Gen Z,Email Marketing,4,723.42,2893.68,2893.68
2024-11-08 12:03:58.260205,P000013,Wayfair Player Furniture,Home & Living,Furniture,Gen Z,Email Marketing,3,816.9,2450.7,2450.7
2024-11-08 12:03:58.260205,P000005,LG Action Laptops,Electronics,Laptops,Gen Z,Affiliate Marketing,1,191.48,191.48,191.48
2024-11-08 12:03:58.260205,P000086,Dove When Makeup,Beauty & Personal Care,Makeup,Gen Z,Affiliate Marketing,3,784.14,2352.42,2352.42
2024-11-08 12:03:58.260205,P000045,Nivea Take Fragrances,Beauty & Personal Care,Fragrances,Gen Z,Affiliate Marketing,2,613.08,1226.17,1226.16
2024-11-08 12:03:58.260205,P000084,Nivea Worry Personal Hygiene,Beauty & Personal Care,Personal Hygiene,Gen Z,Affiliate Marketing,5,192.14,960.71,960.6999999999999
2024-11-08 12:03:58.260205,P000041,Maybelline Light Haircare,Beauty & Personal Care,Haircare,Gen Z,Affiliate Marketing,2,672.36,1344.71,1344.72
2024-11-08 12:03:58.260205,P000070,Nivea Less Makeup,Beauty & Personal Care,Makeup,Gen Z,Affiliate Marketing,4,563.86,2255.46,2255.44
2024-11-08 12:03:58.260205,P000085,MAC Activity Makeup,Beauty & Personal Care,Makeup,Gen Z,Affiliate Marketing,1,489.76,489.76,489.76
2024-11-08 12:03:58.260205,P000045,Nivea Take Fragrances,Beauty & Personal Care,Fragrances,Gen Z,Affiliate Marketing,2,579.82,1159.64,1159.64
2024-11-08 12:03:58.260205,P000070,Nivea Less Makeup,Beauty & Personal Care,Makeup,Gen Z,Affiliate Marketing,2,640.41,1280.82,1280.82
2024-11-08 12:03:58.260205,P000029,Dove Painting Personal Hygiene,Beauty & Personal Care,Personal Hygiene,Gen Z,Affiliate Marketing,2,77.93,155.87,155.86
2024-11-08 12:03:58.260205,P000025,Maybelline Relationship Skincare,Beauty & Personal Care,Skincare,Gen Z,Affiliate Marketing,1,886.16,886.16,886.16
2024-11-08 12:03:58.260205,P000083,HP Outside Laptops,Electronics,Laptops,Millennials,Social Media,4,815.04,3260.18,3260.16
2024-11-08 12:03:58.260205,P000047,Samsung Interesting Smartphones,Electronics,Smartphones,Millennials,Social Media,1,131.42,131.42,131.42
2024-11-08 12:03:58.260205,P000044,HP Focus Home Appliances,Electronics,Home Appliances,Millennials,Social Media,1,422.68,422.68,422.68
2024-11-08 12:03:58.260205,P000077,Crate & Barrel Course Storage,Home & Living,Storage,Millennials,Social Media,3,856.28,2568.84,2568.84
2024-11-08 12:03:58.260205,P000016,Adidas By Footwear,Apparel,Footwear,Millennials,Social Media,5,111.21,556.03,556.05
2024-11-08 12:03:58.260205,P000042,H&M Tv Women's Clothing,Apparel,Women's Clothing,Millennials,Social Media,1,269.69,269.69,269.69
2024-11-08 12:03:58.260205,P000071,H&M Test Kids' Clothing,Apparel,Kids' Clothing,Millennials,Social Media,3,56.91,170.72,170.73
2024-11-08 12:03:58.260205,P000054,Levi's Best Footwear,Apparel,Footwear,Millennials,Social Media,2,594.01,1188.02,1188.02
2024-11-08 12:03:58.260205,P000076,Adidas Rise Women's Clothing,Apparel,Women's Clothing,Millennials,Social Media,3,176.59,529.76,529.77
2024-11-08 12:03:58.260205,P000067,H&M Trial Footwear,Apparel,Footwear,Millennials,Social Media,4,306.17,1224.69,1224.68
2024-11-08 12:03:58.260205,P000054,Levi's Best Footwear,Apparel,Footwear,Millennials,Social Media,1,621.19,621.19,621.19
2024-11-08 12:03:58.260205,P000017,LG Commercial Gaming,Electronics,Gaming,Millennials,Paid Search,5,534.14,2670.69,2670.7
2024-11-08 12:03:58.260205,P000069,HP Seat Laptops,Electronics,Laptops,Millennials,Paid Search,3,762.53,2287.6,2287.59
2024-11-08 12:03:58.260205,P000024,Apple Those Home Appliances,Electronics,Home Appliances,Millennials,Paid Search,5,33.21,166.07,166.05
2024-11-08 12:03:58.260205,P000089,IKEA Miss Kitchen,Home & Living,Kitchen,Millennials,Paid Search,4,393.54,1574.15,1574.16
2024-11-08 12:03:58.260205,P000068,IKEA Congress Storage,Home & Living,Storage,Millennials,Paid Search,2,429.92,859.85,859.84
2024-11-08 12:03:58.260205,P000008,IKEA Beautiful Storage,Home & Living,Storage,Millennials,Paid Search,2,215.1,430.2,430.2
2024-11-08 12:03:58.260205,P000062,IKEA How Bedding,Home & Living,Bedding,Millennials,Paid Search,1,758.55,758.55,758.55
2024-11-08 12:03:58.260205,P000023,Gap Already Men's Clothing,Apparel,Men's Clothing,Millennials,Paid Search,1,650.36,650.36,650.36
2024-11-08 12:03:58.260205,P000023,Gap Already Men's Clothing,Apparel,Men's Clothing,Millennials,Paid Search,4,649.31,2597.23,2597.24
2024-11-08 12:03:58.260205,P000034,Maybelline Media Fragrances,Beauty & Personal Care,Fragrances,Millennials,Paid Search,2,881.31,1762.61,1762.62
2024-11-08 12:03:58.260205,P000015,Maybelline Ahead Personal Hygiene,Beauty & Personal Care,Personal Hygiene,Millennials,Paid Search,5,763.25,3816.24,3816.25
2024-11-08 12:03:58.260205,P000038,L'Oreal Best Haircare,Beauty & Personal Care,Haircare,Millennials,Paid Search,4,220.01,880.03,880.04
2024-11-08 12:03:58.260205,P000026,Nivea Least Haircare,Beauty & Personal Care,Haircare,Millennials,Paid Search,1,74.32,74.32,74.32
2024-11-08 12:03:58.260205,P000040,MAC Black Makeup,Beauty & Personal Care,Makeup,Millennials,Paid Search,5,843.89,4219.43,4219.45
2024-11-08 12:03:58.260205,P000028,Dove Indicate Skincare,Beauty & Personal Care,Skincare,Millennials,Paid Search,4,131.22,524.88,524.88
2024-11-08 12:03:58.260205,P000048,Maybelline Hand Haircare,Beauty & Personal Care,Haircare,Millennials,Paid Search,3,280.55,841.65,841.6500000000001
2024-11-08 12:03:58.260205,P000087,MAC Risk Skincare,Beauty & Personal Care,Skincare,Millennials,Paid Search,3,15.27,45.82,45.81
2024-11-08 12:03:58.260205,P000048,Maybelline Hand Haircare,Beauty & Personal Care,Haircare,Millennials,Paid Search,5,288.27,1441.35,1441.35
2024-11-08 12:03:58.260205,P000039,L'Oreal Activity Personal Hygiene,Beauty & Personal Care,Personal Hygiene,Millennials,Paid Search,1,960.81,960.81,960.81
2024-11-08 12:03:58.260205,P000068,IKEA Congress Storage,Home & Living,Storage,Millennials,Display Ads,3,435.28,1305.84,1305.84
2024-11-08 12:03:58.260205,P000089,IKEA Miss Kitchen,Home & Living,Kitchen,Millennials,Display Ads,2,386.43,772.85,772.86
2024-11-08 12:03:58.260205,P000068,IKEA Congress Storage,Home & Living,Storage,Millennials,Display Ads,4,418.51,1674.06,1674.04
2024-11-08 12:03:58.260205,P000100,Wayfair Husband Furniture,Home & Living,Furniture,Millennials,Display Ads,3,799.5,2398.5,2398.5
2024-11-08 12:03:58.260205,P000068,IKEA Congress Storage,Home & Living,Storage,Millennials,Display Ads,1,453.38,453.38,453.38
2024-11-08 12:03:58.260205,P000003,IKEA Letter Decor,Home & Living,Decor,Millennials,Display Ads,4,956.9,3827.62,3827.6
2024-11-08 12:03:58.260205,P000090,Kraft Husband Health Foods,Food & Beverages,Health Foods,Millennials,Display Ads,4,841.77,3367.08,3367.08
2024-11-08 12:03:58.260205,P000092,Nestle Eight Confectionery,Food & Beverages,Confectionery,Millennials,Display Ads,5,151.27,756.33,756.35
2024-11-08 12:03:58.260205,P000093,Sony Certainly Audio Devices,Electronics,Audio Devices,Millennials,Email Marketing,2,456.23,912.45,912.46
2024-11-08 12:03:58.260205,P000090,Kraft Husband Health Foods,Food & Beverages,Health Foods,Millennials,Email Marketing,2,812.21,1624.43,1624.42
2024-11-08 12:03:58.260205,P000020,Apple Chair Smartphones,Electronics,Smartphones,Millennials,Affiliate Marketing,3,15.95,47.86,47.849999999999994
2024-11-08 12:03:58.260205,P000014,Dell Race Smartphones,Electronics,Smartphones,Millennials,Affiliate Marketing,2,894.58,1789.15,1789.16
2024-11-08 12:03:58.260205,P000017,LG Commercial Gaming,Electronics,Gaming,Millennials,Affiliate Marketing,4,526.62,2106.47,2106.48
2024-11-08 12:03:58.260205,P000005,LG Action Laptops,Electronics,Laptops,Millennials,Affiliate Marketing,3,199.74,599.21,599.22
2024-11-08 12:03:58.260205,P000068,IKEA Congress Storage,Home & Living,Storage,Millennials,Affiliate Marketing,3,452.27,1356.82,1356.81
2024-11-08 12:03:58.260205,P000089,IKEA Miss Kitchen,Home & Living,Kitchen,Millennials,Affiliate Marketing,2,380.32,760.65,760.64
2024-11-08 12:03:58.260205,P000003,IKEA Letter Decor,Home & Living,Decor,Millennials,Affiliate Marketing,4,960.08,3840.3,3840.32
2024-11-08 12:03:58.260205,P000064,Kellogg's Particularly Health Foods,Food & Beverages,Health Foods,Gen X,Social Media,2,127.16,254.32,254.32
2024-11-08 12:03:58.260205,P000094,Nestle Challenge Confectionery,Food & Beverages,Confectionery,Gen X,Social Media,4,344.8,1379.19,1379.2
2024-11-08 12:03:58.260205,P000062,IKEA How Bedding,Home & Living,Bedding,Gen X,Paid Search,4,741.36,2965.45,2965.44
2024-11-08 12:03:58.260205,P000007,HomeDepot Lead Storage,Home & Living,Storage,Gen X,Paid Search,1,18.82,18.82,18.82
2024-11-08 12:03:58.260205,P000013,Wayfair Player Furniture,Home & Living,Furniture,Gen X,Paid Search,5,818.01,4090.04,4090.05
2024-11-08 12:03:58.260205,P000007,HomeDepot Lead Storage,Home & Living,Storage,Gen X,Paid Search,2,19.05,38.09,38.1
2024-11-08 12:03:58.260205,P000008,IKEA Beautiful Storage,Home & Living,Storage,Gen X,Paid Search,4,215.31,861.24,861.24
2024-11-08 12:03:58.260205,P000068,IKEA Congress Storage,Home & Living,Storage,Gen X,Paid Search,3,408.17,1224.52,1224.51
2024-11-08 12:03:58.260205,P000091,Wayfair One Decor,Home & Living,Decor,Gen X,Paid Search,2,197.11,394.22,394.22
2024-11-08 12:03:58.260205,P000007,HomeDepot Lead Storage,Home & Living,Storage,Gen X,Paid Search,1,20.35,20.35,20.35
2024-11-08 12:03:58.260205,P000089,IKEA Miss Kitchen,Home & Living,Kitchen,Gen X,Paid Search,3,390.86,1172.58,1172.58
2024-11-08 12:03:58.260205,P000094,Nestle Challenge Confectionery,Food & Beverages,Confectionery,Gen X,Paid Search,4,335.68,1342.71,1342.72
2024-11-08 12:03:58.260205,P000096,Kellogg's Likely Confectionery,Food & Beverages,Confectionery,Gen X,Paid Search,5,107.82,539.08,539.0999999999999
2024-11-08 12:03:58.260205,P000080,Kellogg's Partner Confectionery,Food & Beverages,Confectionery,Gen X,Paid Search,2,389.16,778.33,778.32
2024-11-08 12:03:58.260205,P000052,Kraft Fall Confectionery,Food & Beverages,Confectionery,Gen X,Paid Search,3,139.84,419.51,419.52
2024-11-08 12:03:58.260205,P000041,Maybelline Light Haircare,Beauty & Personal Care,Haircare,Gen X,Paid Search,5,688.89,3444.44,3444.45
2024-11-08 12:03:58.260205,P000081,Maybelline Draw Fragrances,Beauty & Personal Care,Fragrances,Gen X,Paid Search,2,810.03,1620.05,1620.06
2024-11-08 12:03:58.260205,P000027,Dove Realize Skincare,Beauty & Personal Care,Skincare,Gen X,Paid Search,3,877.6,2632.79,2632.8
2024-11-08 12:03:58.260205,P000066,Coca-Cola Exist Health Foods,Food & Beverages,Health Foods,Gen X,Display Ads,4,355.62,1422.49,1422.48
2024-11-08 12:03:58.260205,P000092,Nestle Eight Confectionery,Food & Beverages,Confectionery,Gen X,Display Ads,1,167.32,167.32,167.32
2024-11-08 12:03:58.260205,P000092,Nestle Eight Confectionery,Food & Beverages,Confectionery,Gen X,Display Ads,3,166.33,499.0,498.99
2024-11-08 12:03:58.260205,P000096,Kellogg's Likely Confectionery,Food & Beverages,Confectionery,Gen X,Display Ads,5,119.29,596.46,596.45
2024-11-08 12:03:58.260205,P000018,Kraft Read Groceries,Food & Beverages,Groceries,Gen X,Display Ads,3,241.04,723.13,723.12
2024-11-08 12:03:58.260205,P000030,PepsiCo Truth Groceries,Food & Beverages,Groceries,Gen X,Display Ads,5,998.26,4991.3,4991.3
2024-11-08 12:03:58.260205,P000007,HomeDepot Lead Storage,Home & Living,Storage,Gen X,Affiliate Marketing,4,19.39,77.56,77.56
2024-11-08 12:03:58.260205,P000024,Apple Those Home Appliances,Electronics,Home Appliances,Gen X,Affiliate Marketing,1,33.76,33.76,33.76
2024-11-08 12:03:58.260205,P000005,LG Action Laptops,Electronics,Laptops,Gen X,Affiliate Marketing,5,200.35,1001.76,1001.75
2024-11-08 12:03:58.260205,P000031,Coca-Cola Drug Snacks,Food & Beverages,Snacks,Gen X,Affiliate Marketing,5,86.15,430.76,430.75
2024-11-08 12:03:58.260205,P000052,Kraft Fall Confectionery,Food & Beverages,Confectionery,Gen X,Affiliate Marketing,3,154.12,462.35,462.36
2024-11-08 12:03:58.260205,P000049,Dove Feel Skincare,Beauty & Personal Care,Skincare,Gen X,Affiliate Marketing,1,368.89,368.89,368.89
2024-11-08 12:03:58.260205,P000056,Dove Whatever Haircare,Beauty & Personal Care,Haircare,Gen X,Affiliate Marketing,4,202.7,810.82,810.8
2024-11-08 12:03:58.260205,P000002,L'Oreal Public Haircare,Beauty & Personal Care,Haircare,Gen X,Affiliate Marketing,1,647.74,647.74,647.74
2024-11-08 12:03:58.260205,P000006,MAC Represent Makeup,Beauty & Personal Care,Makeup,Gen X,Affiliate Marketing,1,319.27,319.27,319.27
2024-11-08 12:03:58.260205,P000002,L'Oreal Public Haircare,Beauty & Personal Care,Haircare,Gen X,Affiliate Marketing,1,665.95,665.95,665.95
2024-11-08 12:03:58.260205,P000002,L'Oreal Public Haircare,Beauty & Personal Care,Haircare,Gen X,Affiliate Marketing,2,664.0,1328.01,1328.0
2024-11-08 12:03:58.260205,P000050,L'Oreal Decade Haircare,Beauty & Personal Care,Haircare,Gen X,Affiliate Marketing,1,152.61,152.61,152.61
2024-11-08 12:03:58.260205,P000039,L'Oreal Activity Personal Hygiene,Beauty & Personal Care,Personal Hygiene,Gen X,Affiliate Marketing,4,921.05,3684.21,3684.2
2024-11-08 12:03:58.260205,P000041,Maybelline Light Haircare,Beauty & Personal Care,Haircare,Gen X,Affiliate Marketing,3,724.7,2174.11,2174.1000000000004
2024-11-08 12:03:58.260205,P000050,L'Oreal Decade Haircare,Beauty & Personal Care,Haircare,Gen X,Affiliate Marketing,2,150.35,300.69,300.7
2024-11-08 12:03:58.260205,P000048,Maybelline Hand Haircare,Beauty & Personal Care,Haircare,Gen X,Affiliate Marketing,2,277.54,555.08,555.08
