date,product_id,site_id,quantity_sold,forecasted_quantity,absolute_error,percentage_error,squared_error
2024-11-30,P000017,LOC010,2,2,0,0.0,0
2024-11-30,P000017,LOC011,6,5,1,16.666666666666664,1
2024-11-30,P000017,LOC012,4,4,0,0.0,0
2024-11-30,P000017,LOC013,9,9,0,0.0,0
2024-11-30,P000017,LOC014,5,4,1,20.0,1
2024-11-30,P000017,LOC015,8,8,0,0.0,0
2024-11-30,P000017,LOC016,10,8,2,20.0,4
2024-11-30,P000017,LOC017,6,6,0,0.0,0
2024-11-30,P000017,LOC019,3,3,0,0.0,0
2024-11-30,P000017,LOC020,2,2,0,0.0,0
2024-11-30,P000018,LOC002,5,5,0,0.0,0
2024-11-30,P000018,LOC003,4,3,1,25.0,1
2024-11-30,P000018,LOC004,4,3,1,25.0,1
2024-11-30,P000018,LOC005,6,5,1,16.666666666666664,1
2024-11-30,P000018,LOC006,4,4,0,0.0,0
2024-11-30,P000018,LOC007,5,4,1,20.0,1
2024-11-30,P000018,LOC008,3,3,0,0.0,0
2024-11-30,P000018,LOC009,2,2,0,0.0,0
2024-11-30,P000018,LOC010,10,9,1,10.0,1
2024-11-30,P000018,LOC011,10,9,1,10.0,1
2024-11-30,P000018,LOC012,4,4,0,0.0,0
2024-11-30,P000018,LOC013,1,1,0,0.0,0
2024-11-30,P000018,LOC014,11,10,1,9.090909090909092,1
2024-11-30,P000018,LOC015,5,6,1,20.0,1
2024-11-30,P000018,LOC016,7,8,1,14.285714285714285,1
2024-11-30,P000018,LOC017,8,9,1,12.5,1
2024-11-30,P000018,LOC019,7,6,1,14.285714285714285,1
2024-11-30,P000018,LOC020,3,2,1,33.33333333333333,1
2024-11-30,P000019,LOC001,1,1,0,0.0,0
2024-11-30,P000019,LOC002,20,17,3,15.0,9
2024-11-30,P000019,LOC003,14,12,2,14.285714285714285,4
2024-11-30,P000019,LOC004,2,2,0,0.0,0
2024-11-30,P000019,LOC005,8,9,1,12.5,1
2024-11-30,P000019,LOC006,3,3,0,0.0,0
2024-11-30,P000019,LOC007,7,8,1,14.285714285714285,1
2024-11-30,P000019,LOC008,3,3,0,0.0,0
2024-11-30,P000019,LOC009,4,4,0,0.0,0
2024-11-30,P000019,LOC010,3,3,0,0.0,0
2024-11-30,P000019,LOC012,8,9,1,12.5,1
2024-11-30,P000019,LOC013,7,6,1,14.285714285714285,1
2024-11-30,P000019,LOC015,4,4,0,0.0,0
2024-11-30,P000019,LOC016,4,4,0,0.0,0
2024-11-30,P000019,LOC017,9,8,1,11.11111111111111,1
2024-11-30,P000019,LOC018,6,7,1,16.666666666666664,1
2024-11-30,P000019,LOC019,4,4,0,0.0,0
2024-11-30,P000019,LOC020,7,6,1,14.285714285714285,1
2024-11-30,P000020,LOC001,3,2,1,33.33333333333333,1
2024-11-30,P000020,LOC002,10,9,1,10.0,1
2024-11-30,P000020,LOC003,9,9,0,0.0,0
2024-11-30,P000020,LOC004,1,1,0,0.0,0
2024-11-30,P000020,LOC005,13,13,0,0.0,0
2024-11-30,P000020,LOC006,4,4,0,0.0,0
2024-11-30,P000020,LOC007,5,6,1,20.0,1
2024-11-30,P000020,LOC008,2,2,0,0.0,0
2024-11-30,P000020,LOC009,8,7,1,12.5,1
2024-11-30,P000020,LOC010,6,7,1,16.666666666666664,1
2024-11-30,P000020,LOC011,4,5,1,25.0,1
2024-11-30,P000020,LOC012,4,4,0,0.0,0
2024-11-30,P000020,LOC014,6,6,0,0.0,0
2024-11-30,P000020,LOC015,4,4,0,0.0,0
2024-11-30,P000020,LOC016,4,5,1,25.0,1
2024-11-30,P000020,LOC017,4,4,0,0.0,0
2024-11-30,P000020,LOC018,5,5,0,0.0,0
2024-11-30,P000020,LOC020,6,5,1,16.666666666666664,1
2024-11-30,P000021,LOC001,9,8,1,11.11111111111111,1
2024-11-30,P000021,LOC002,4,3,1,25.0,1
2024-11-30,P000021,LOC003,4,3,1,25.0,1
2024-11-30,P000021,LOC004,6,7,1,16.666666666666664,1
2024-11-30,P000021,LOC005,7,6,1,14.285714285714285,1
2024-11-30,P000021,LOC006,4,4,0,0.0,0
2024-11-30,P000021,LOC007,4,5,1,25.0,1
2024-11-30,P000021,LOC008,6,5,1,16.666666666666664,1
2024-11-30,P000021,LOC009,1,1,0,0.0,0
2024-11-30,P000021,LOC011,4,3,1,25.0,1
2024-11-30,P000021,LOC012,7,8,1,14.285714285714285,1
2024-11-30,P000021,LOC013,11,9,2,18.181818181818183,4
2024-11-30,P000021,LOC015,2,2,0,0.0,0
2024-11-30,P000021,LOC017,4,3,1,25.0,1
2024-11-30,P000021,LOC018,1,1,0,0.0,0
2024-11-30,P000021,LOC019,10,11,1,10.0,1
2024-11-30,P000021,LOC020,8,8,0,0.0,0
2024-11-30,P000022,LOC001,9,9,0,0.0,0
2024-11-30,P000022,LOC002,6,6,0,0.0,0
2024-11-30,P000022,LOC003,11,10,1,9.090909090909092,1
2024-11-30,P000022,LOC004,2,2,0,0.0,0
2024-11-30,P000022,LOC005,6,6,0,0.0,0
2024-11-30,P000022,LOC007,13,15,2,15.384615384615385,4
2024-11-30,P000022,LOC009,3,3,0,0.0,0
2024-11-30,P000022,LOC010,9,10,1,11.11111111111111,1
2024-11-30,P000022,LOC011,4,4,0,0.0,0
2024-11-30,P000022,LOC012,2,2,0,0.0,0
2024-11-30,P000022,LOC013,6,6,0,0.0,0
2024-11-30,P000022,LOC014,4,3,1,25.0,1
2024-11-30,P000022,LOC015,4,3,1,25.0,1
2024-11-30,P000022,LOC016,8,8,0,0.0,0
2024-11-30,P000022,LOC018,1,1,0,0.0,0
2024-11-30,P000022,LOC019,4,4,0,0.0,0
2024-11-30,P000022,LOC020,10,10,0,0.0,0
2024-11-30,P000023,LOC003,7,8,1,14.285714285714285,1
2024-11-30,P000023,LOC005,8,8,0,0.0,0
2024-11-30,P000023,LOC006,8,7,1,12.5,1
2024-11-30,P000023,LOC007,3,3,0,0.0,0
2024-11-30,P000023,LOC008,10,9,1,10.0,1
2024-11-30,P000023,LOC009,12,14,2,16.666666666666664,4
2024-11-30,P000023,LOC011,5,4,1,20.0,1
2024-11-30,P000023,LOC012,8,8,0,0.0,0
2024-11-30,P000023,LOC013,9,10,1,11.11111111111111,1
2024-11-30,P000023,LOC014,6,6,0,0.0,0
2024-11-30,P000023,LOC015,9,9,0,0.0,0
2024-11-30,P000023,LOC016,12,12,0,0.0,0
2024-11-30,P000023,LOC017,3,2,1,33.33333333333333,1
2024-11-30,P000023,LOC018,1,1,0,0.0,0
2024-11-30,P000023,LOC019,3,2,1,33.33333333333333,1
2024-11-30,P000024,LOC001,1,1,0,0.0,0
2024-11-30,P000024,LOC002,8,8,0,0.0,0
2024-11-30,P000024,LOC003,8,7,1,12.5,1
2024-11-30,P000024,LOC004,3,3,0,0.0,0
2024-11-30,P000024,LOC006,17,14,3,17.647058823529413,9
2024-11-30,P000024,LOC007,5,5,0,0.0,0
2024-11-30,P000024,LOC009,6,5,1,16.666666666666664,1
2024-11-30,P000024,LOC010,2,2,0,0.0,0
2024-11-30,P000024,LOC011,4,4,0,0.0,0
2024-11-30,P000024,LOC012,4,4,0,0.0,0
2024-11-30,P000024,LOC013,10,11,1,10.0,1
2024-11-30,P000024,LOC014,6,6,0,0.0,0
2024-11-30,P000024,LOC015,5,6,1,20.0,1
2024-11-30,P000024,LOC016,4,4,0,0.0,0
2024-11-30,P000024,LOC017,17,18,1,5.88235294117647,1
2024-11-30,P000024,LOC019,2,2,0,0.0,0
2024-11-30,P000024,LOC020,18,19,1,5.555555555555555,1
2024-11-30,P000025,LOC001,7,7,0,0.0,0
2024-11-30,P000025,LOC002,7,7,0,0.0,0
2024-11-30,P000025,LOC003,7,7,0,0.0,0
2024-11-30,P000025,LOC005,6,7,1,16.666666666666664,1
2024-11-30,P000025,LOC006,3,3,0,0.0,0
2024-11-30,P000025,LOC007,4,4,0,0.0,0
2024-11-30,P000025,LOC008,21,18,3,14.285714285714285,9
2024-11-30,P000025,LOC009,2,2,0,0.0,0
2024-11-30,P000025,LOC010,1,1,0,0.0,0
2024-11-30,P000025,LOC011,1,1,0,0.0,0
2024-11-30,P000025,LOC012,2,2,0,0.0,0
2024-11-30,P000025,LOC014,4,5,1,25.0,1
2024-11-30,P000025,LOC015,9,10,1,11.11111111111111,1
2024-11-30,P000025,LOC016,6,7,1,16.666666666666664,1
2024-11-30,P000025,LOC018,2,2,0,0.0,0
2024-11-30,P000025,LOC019,9,8,1,11.11111111111111,1
2024-11-30,P000025,LOC020,4,5,1,25.0,1
2024-11-30,P000026,LOC002,12,10,2,16.666666666666664,4
2024-11-30,P000026,LOC003,2,2,0,0.0,0
2024-11-30,P000026,LOC005,7,8,1,14.285714285714285,1
2024-11-30,P000026,LOC006,2,2,0,0.0,0
2024-11-30,P000026,LOC008,2,2,0,0.0,0
2024-11-30,P000026,LOC010,1,1,0,0.0,0
2024-11-30,P000026,LOC011,8,7,1,12.5,1
2024-11-30,P000026,LOC013,11,10,1,9.090909090909092,1
2024-11-30,P000026,LOC014,4,4,0,0.0,0
2024-11-30,P000026,LOC015,5,4,1,20.0,1
2024-11-30,P000026,LOC016,5,4,1,20.0,1
2024-11-30,P000026,LOC017,11,12,1,9.090909090909092,1
2024-11-30,P000026,LOC020,3,3,0,0.0,0
2024-11-30,P000027,LOC002,1,1,0,0.0,0
2024-11-30,P000027,LOC003,12,14,2,16.666666666666664,4
2024-11-30,P000027,LOC004,3,3,0,0.0,0
2024-11-30,P000027,LOC005,1,1,0,0.0,0
2024-11-30,P000027,LOC006,5,4,1,20.0,1
2024-11-30,P000027,LOC007,3,4,1,33.33333333333333,1
2024-11-30,P000027,LOC008,21,20,1,4.761904761904762,1
2024-11-30,P000027,LOC009,8,7,1,12.5,1
2024-11-30,P000027,LOC011,7,7,0,0.0,0
2024-11-30,P000027,LOC012,1,1,0,0.0,0
2024-11-30,P000027,LOC013,18,20,2,11.11111111111111,4
2024-11-30,P000027,LOC014,4,3,1,25.0,1
2024-11-30,P000027,LOC015,5,5,0,0.0,0
2024-11-30,P000027,LOC016,4,4,0,0.0,0
2024-11-30,P000027,LOC017,4,4,0,0.0,0
2024-11-30,P000027,LOC018,4,4,0,0.0,0
2024-11-30,P000027,LOC020,15,14,1,6.666666666666667,1
2024-11-30,P000028,LOC001,6,7,1,16.666666666666664,1
2024-11-30,P000028,LOC002,8,8,0,0.0,0
2024-11-30,P000028,LOC003,7,7,0,0.0,0
2024-11-30,P000028,LOC004,3,4,1,33.33333333333333,1
2024-11-30,P000028,LOC006,2,2,0,0.0,0
2024-11-30,P000028,LOC007,12,13,1,8.333333333333332,1
2024-11-30,P000028,LOC008,6,6,0,0.0,0
2024-11-30,P000028,LOC009,6,6,0,0.0,0
2024-11-30,P000028,LOC010,5,5,0,0.0,0
2024-11-30,P000028,LOC011,10,9,1,10.0,1
2024-11-30,P000028,LOC012,7,7,0,0.0,0
2024-11-30,P000028,LOC013,2,2,0,0.0,0
2024-11-30,P000028,LOC014,9,10,1,11.11111111111111,1
2024-11-30,P000028,LOC015,8,10,2,25.0,4
2024-11-30,P000028,LOC016,1,1,0,0.0,0
2024-11-30,P000028,LOC018,1,1,0,0.0,0
2024-11-30,P000028,LOC019,5,5,0,0.0,0
2024-11-30,P000028,LOC020,13,13,0,0.0,0
2024-11-30,P000029,LOC001,3,3,0,0.0,0
2024-11-30,P000029,LOC002,1,1,0,0.0,0
2024-11-30,P000029,LOC003,14,11,3,21.428571428571427,9
2024-11-30,P000029,LOC004,3,3,0,0.0,0
2024-11-30,P000029,LOC005,1,1,0,0.0,0
2024-11-30,P000029,LOC006,11,13,2,18.181818181818183,4
2024-11-30,P000029,LOC007,1,1,0,0.0,0
2024-11-30,P000029,LOC009,2,2,0,0.0,0
2024-11-30,P000029,LOC010,7,7,0,0.0,0
2024-11-30,P000029,LOC011,10,12,2,20.0,4
2024-11-30,P000029,LOC012,1,1,0,0.0,0
2024-11-30,P000029,LOC013,1,1,0,0.0,0
2024-11-30,P000029,LOC014,2,2,0,0.0,0
2024-11-30,P000029,LOC015,4,4,0,0.0,0
2024-11-30,P000029,LOC016,8,7,1,12.5,1
2024-11-30,P000029,LOC017,12,13,1,8.333333333333332,1
2024-11-30,P000029,LOC018,8,7,1,12.5,1
2024-11-30,P000029,LOC020,2,2,0,0.0,0
2024-11-30,P000030,LOC001,10,11,1,10.0,1
2024-11-30,P000030,LOC002,12,13,1,8.333333333333332,1
2024-11-30,P000030,LOC003,2,2,0,0.0,0
2024-11-30,P000030,LOC004,6,7,1,16.666666666666664,1
2024-11-30,P000030,LOC005,7,7,0,0.0,0
2024-11-30,P000030,LOC006,5,5,0,0.0,0
2024-11-30,P000030,LOC007,4,4,0,0.0,0
2024-11-30,P000030,LOC008,2,2,0,0.0,0
2024-11-30,P000030,LOC009,4,5,1,25.0,1
2024-11-30,P000030,LOC011,5,5,0,0.0,0
2024-11-30,P000030,LOC013,7,8,1,14.285714285714285,1
2024-11-30,P000030,LOC014,6,5,1,16.666666666666664,1
2024-11-30,P000030,LOC015,5,4,1,20.0,1
2024-11-30,P000030,LOC016,4,4,0,0.0,0
2024-11-30,P000030,LOC017,3,3,0,0.0,0
2024-11-30,P000030,LOC018,13,11,2,15.384615384615385,4
2024-11-30,P000030,LOC019,1,1,0,0.0,0
2024-11-30,P000030,LOC020,4,4,0,0.0,0
2024-11-30,P000031,LOC001,15,14,1,6.666666666666667,1
2024-11-30,P000031,LOC002,6,6,0,0.0,0
2024-11-30,P000031,LOC003,8,10,2,25.0,4
2024-11-30,P000031,LOC004,1,1,0,0.0,0
2024-11-30,P000031,LOC005,7,7,0,0.0,0
2024-11-30,P000031,LOC006,14,15,1,7.142857142857142,1
2024-11-30,P000031,LOC007,20,18,2,10.0,4
2024-11-30,P000031,LOC008,4,3,1,25.0,1
2024-11-30,P000031,LOC009,4,4,0,0.0,0
2024-11-30,P000031,LOC010,8,9,1,12.5,1
2024-11-30,P000031,LOC011,8,9,1,12.5,1
2024-11-30,P000031,LOC012,7,7,0,0.0,0
2024-11-30,P000031,LOC013,4,5,1,25.0,1
2024-11-30,P000031,LOC014,1,1,0,0.0,0
2024-11-30,P000031,LOC016,2,2,0,0.0,0
2024-11-30,P000031,LOC017,8,8,0,0.0,0
2024-11-30,P000031,LOC018,8,9,1,12.5,1
2024-11-30,P000031,LOC020,8,7,1,12.5,1
2024-11-30,P000032,LOC001,8,8,0,0.0,0
2024-11-30,P000032,LOC002,15,16,1,6.666666666666667,1
2024-11-30,P000032,LOC003,6,6,0,0.0,0
2024-11-30,P000032,LOC004,3,3,0,0.0,0
2024-11-30,P000032,LOC005,5,5,0,0.0,0
2024-11-30,P000032,LOC006,3,3,0,0.0,0
2024-11-30,P000032,LOC007,7,6,1,14.285714285714285,1
2024-11-30,P000032,LOC008,2,2,0,0.0,0
2024-11-30,P000032,LOC009,11,10,1,9.090909090909092,1
2024-11-30,P000032,LOC010,9,10,1,11.11111111111111,1
2024-11-30,P000032,LOC011,6,6,0,0.0,0
2024-11-30,P000032,LOC013,5,5,0,0.0,0
2024-11-30,P000032,LOC014,6,6,0,0.0,0
2024-11-30,P000032,LOC016,7,6,1,14.285714285714285,1
2024-11-30,P000032,LOC017,12,10,2,16.666666666666664,4
2024-11-30,P000032,LOC018,7,7,0,0.0,0
2024-11-30,P000032,LOC020,4,4,0,0.0,0
2024-11-30,P000033,LOC002,13,13,0,0.0,0
2024-11-30,P000033,LOC003,3,3,0,0.0,0
2024-11-30,P000033,LOC004,11,11,0,0.0,0
2024-11-30,P000033,LOC005,11,10,1,9.090909090909092,1
2024-11-30,P000033,LOC007,1,1,0,0.0,0
2024-11-30,P000033,LOC008,10,11,1,10.0,1
2024-11-30,P000033,LOC011,1,1,0,0.0,0
2024-11-30,P000033,LOC012,4,5,1,25.0,1
2024-11-30,P000033,LOC014,6,6,0,0.0,0
2024-11-30,P000033,LOC016,5,5,0,0.0,0
2024-11-30,P000033,LOC017,5,6,1,20.0,1
2024-11-30,P000033,LOC018,2,2,0,0.0,0
2024-11-30,P000033,LOC020,10,12,2,20.0,4
2024-11-30,P000034,LOC001,6,6,0,0.0,0
2024-11-30,P000034,LOC003,5,4,1,20.0,1
2024-11-30,P000034,LOC005,6,6,0,0.0,0
2024-11-30,P000034,LOC006,3,4,1,33.33333333333333,1
2024-11-30,P000034,LOC007,5,4,1,20.0,1
2024-11-30,P000034,LOC008,17,19,2,11.76470588235294,4
2024-11-30,P000034,LOC009,3,3,0,0.0,0
2024-11-30,P000034,LOC010,7,8,1,14.285714285714285,1
2024-11-30,P000034,LOC011,8,7,1,12.5,1
2024-11-30,P000034,LOC013,4,4,0,0.0,0
2024-11-30,P000034,LOC014,4,4,0,0.0,0
2024-11-30,P000034,LOC015,1,1,0,0.0,0
2024-11-30,P000034,LOC016,6,6,0,0.0,0
2024-11-30,P000034,LOC017,5,5,0,0.0,0
2024-11-30,P000034,LOC018,8,9,1,12.5,1
2024-11-30,P000034,LOC019,2,2,0,0.0,0
2024-11-30,P000034,LOC020,1,1,0,0.0,0
2024-11-30,P000035,LOC001,7,8,1,14.285714285714285,1
2024-11-30,P000035,LOC002,20,18,2,10.0,4
2024-11-30,P000035,LOC003,4,4,0,0.0,0
2024-11-30,P000035,LOC004,3,3,0,0.0,0
2024-11-30,P000035,LOC005,7,6,1,14.285714285714285,1
2024-11-30,P000035,LOC006,12,13,1,8.333333333333332,1
2024-11-30,P000035,LOC007,4,3,1,25.0,1
2024-11-30,P000035,LOC008,1,1,0,0.0,0
2024-11-30,P000035,LOC010,4,4,0,0.0,0
2024-11-30,P000035,LOC011,11,9,2,18.181818181818183,4
2024-11-30,P000035,LOC014,1,1,0,0.0,0
2024-11-30,P000035,LOC015,4,4,0,0.0,0
2024-11-30,P000035,LOC016,3,3,0,0.0,0
2024-11-30,P000035,LOC017,7,8,1,14.285714285714285,1
2024-11-30,P000035,LOC019,1,1,0,0.0,0
2024-11-30,P000035,LOC020,4,5,1,25.0,1
2024-11-30,P000036,LOC002,5,4,1,20.0,1
2024-11-30,P000036,LOC003,2,2,0,0.0,0
2024-11-30,P000036,LOC005,15,17,2,13.333333333333334,4
2024-11-30,P000036,LOC007,8,9,1,12.5,1
2024-11-30,P000036,LOC008,3,3,0,0.0,0
2024-11-30,P000036,LOC009,5,6,1,20.0,1
2024-11-30,P000036,LOC010,4,4,0,0.0,0
2024-11-30,P000036,LOC011,7,8,1,14.285714285714285,1
2024-11-30,P000036,LOC012,1,1,0,0.0,0
2024-11-30,P000036,LOC014,1,1,0,0.0,0
2024-11-30,P000036,LOC015,2,2,0,0.0,0
2024-11-30,P000036,LOC016,1,1,0,0.0,0
2024-11-30,P000036,LOC018,1,1,0,0.0,0
2024-11-30,P000036,LOC019,3,3,0,0.0,0
2024-11-30,P000036,LOC020,4,4,0,0.0,0
2024-11-30,P000037,LOC002,16,18,2,12.5,4
2024-11-30,P000037,LOC003,13,14,1,7.6923076923076925,1
2024-11-30,P000037,LOC004,3,3,0,0.0,0
2024-11-30,P000037,LOC005,8,8,0,0.0,0
2024-11-30,P000037,LOC006,1,1,0,0.0,0
2024-11-30,P000037,LOC008,2,2,0,0.0,0
2024-11-30,P000037,LOC009,21,18,3,14.285714285714285,9
2024-11-30,P000037,LOC011,5,6,1,20.0,1
2024-11-30,P000037,LOC013,7,6,1,14.285714285714285,1
2024-11-30,P000037,LOC014,6,7,1,16.666666666666664,1
2024-11-30,P000037,LOC016,7,8,1,14.285714285714285,1
2024-11-30,P000037,LOC017,4,4,0,0.0,0
2024-11-30,P000037,LOC018,5,5,0,0.0,0
2024-11-30,P000037,LOC019,7,7,0,0.0,0
2024-11-30,P000037,LOC020,1,1,0,0.0,0
2024-11-30,P000038,LOC001,2,2,0,0.0,0
2024-11-30,P000038,LOC002,11,12,1,9.090909090909092,1
2024-11-30,P000038,LOC003,11,12,1,9.090909090909092,1
2024-11-30,P000038,LOC004,2,2,0,0.0,0
2024-11-30,P000038,LOC005,6,5,1,16.666666666666664,1
2024-11-30,P000038,LOC006,2,2,0,0.0,0
2024-11-30,P000038,LOC007,2,2,0,0.0,0
2024-11-30,P000038,LOC009,9,10,1,11.11111111111111,1
2024-11-30,P000038,LOC011,5,6,1,20.0,1
2024-11-30,P000038,LOC013,7,7,0,0.0,0
2024-11-30,P000038,LOC014,15,18,3,20.0,9
2024-11-30,P000038,LOC015,3,3,0,0.0,0
2024-11-30,P000038,LOC016,5,4,1,20.0,1
2024-11-30,P000038,LOC017,4,5,1,25.0,1
2024-11-30,P000038,LOC018,10,9,1,10.0,1
2024-11-30,P000038,LOC019,14,13,1,7.142857142857142,1
2024-11-30,P000038,LOC020,6,7,1,16.666666666666664,1
2024-11-30,P000039,LOC001,3,4,1,33.33333333333333,1
2024-11-30,P000039,LOC002,6,6,0,0.0,0
2024-11-30,P000039,LOC003,5,5,0,0.0,0
2024-11-30,P000039,LOC005,5,6,1,20.0,1
2024-11-30,P000039,LOC006,4,3,1,25.0,1
2024-11-30,P000039,LOC008,9,8,1,11.11111111111111,1
2024-11-30,P000039,LOC009,13,15,2,15.384615384615385,4
2024-11-30,P000039,LOC010,6,7,1,16.666666666666664,1
2024-11-30,P000039,LOC011,5,5,0,0.0,0
2024-11-30,P000039,LOC012,10,10,0,0.0,0
2024-11-30,P000039,LOC013,8,8,0,0.0,0
2024-11-30,P000039,LOC014,6,7,1,16.666666666666664,1
2024-11-30,P000039,LOC015,4,3,1,25.0,1
2024-11-30,P000039,LOC017,9,10,1,11.11111111111111,1
2024-11-30,P000039,LOC018,4,4,0,0.0,0
2024-11-30,P000039,LOC019,7,6,1,14.285714285714285,1
2024-11-30,P000039,LOC020,9,9,0,0.0,0
2024-11-30,P000040,LOC002,7,7,0,0.0,0
2024-11-30,P000040,LOC003,13,11,2,15.384615384615385,4
2024-11-30,P000040,LOC004,1,1,0,0.0,0
2024-11-30,P000040,LOC005,5,5,0,0.0,0
2024-11-30,P000040,LOC006,13,11,2,15.384615384615385,4
2024-11-30,P000040,LOC007,12,11,1,8.333333333333332,1
2024-11-30,P000040,LOC008,7,6,1,14.285714285714285,1
2024-11-30,P000040,LOC010,3,3,0,0.0,0
2024-11-30,P000040,LOC011,10,10,0,0.0,0
2024-11-30,P000040,LOC012,3,3,0,0.0,0
2024-11-30,P000040,LOC014,4,3,1,25.0,1
2024-11-30,P000040,LOC015,12,14,2,16.666666666666664,4
2024-11-30,P000040,LOC016,2,2,0,0.0,0
2024-11-30,P000040,LOC017,4,3,1,25.0,1
2024-11-30,P000040,LOC018,7,7,0,0.0,0
2024-11-30,P000040,LOC019,7,6,1,14.285714285714285,1
2024-11-30,P000040,LOC020,9,10,1,11.11111111111111,1
2024-11-30,P000041,LOC001,6,6,0,0.0,0
2024-11-30,P000041,LOC003,6,5,1,16.666666666666664,1
2024-11-30,P000041,LOC005,11,9,2,18.181818181818183,4
2024-11-30,P000041,LOC006,6,6,0,0.0,0
2024-11-30,P000041,LOC007,5,5,0,0.0,0
2024-11-30,P000041,LOC008,3,3,0,0.0,0
2024-11-30,P000041,LOC009,2,2,0,0.0,0
2024-11-30,P000041,LOC010,2,2,0,0.0,0
2024-11-30,P000041,LOC011,10,10,0,0.0,0
2024-11-30,P000041,LOC013,6,7,1,16.666666666666664,1
2024-11-30,P000041,LOC014,3,3,0,0.0,0
2024-11-30,P000041,LOC015,4,5,1,25.0,1
2024-11-30,P000041,LOC016,1,1,0,0.0,0
2024-11-30,P000041,LOC017,1,1,0,0.0,0
2024-11-30,P000041,LOC018,6,6,0,0.0,0
2024-11-30,P000041,LOC019,7,7,0,0.0,0
2024-11-30,P000041,LOC020,4,3,1,25.0,1
2024-11-30,P000042,LOC002,7,6,1,14.285714285714285,1
2024-11-30,P000042,LOC004,3,3,0,0.0,0
2024-11-30,P000042,LOC006,1,1,0,0.0,0
2024-11-30,P000042,LOC007,9,9,0,0.0,0
2024-11-30,P000042,LOC008,2,2,0,0.0,0
2024-11-30,P000042,LOC009,7,7,0,0.0,0
2024-11-30,P000042,LOC010,11,10,1,9.090909090909092,1
2024-11-30,P000042,LOC011,9,8,1,11.11111111111111,1
2024-11-30,P000042,LOC012,13,11,2,15.384615384615385,4
2024-11-30,P000042,LOC013,5,5,0,0.0,0
2024-11-30,P000042,LOC014,9,10,1,11.11111111111111,1
2024-11-30,P000042,LOC015,4,4,0,0.0,0
2024-11-30,P000042,LOC016,5,4,1,20.0,1
2024-11-30,P000042,LOC017,8,6,2,25.0,4
2024-11-30,P000042,LOC018,4,4,0,0.0,0
2024-11-30,P000042,LOC019,3,3,0,0.0,0
2024-11-30,P000042,LOC020,3,3,0,0.0,0
2024-11-30,P000043,LOC001,2,2,0,0.0,0
2024-11-30,P000043,LOC002,4,4,0,0.0,0
2024-11-30,P000043,LOC003,19,16,3,15.789473684210526,9
2024-11-30,P000043,LOC004,16,16,0,0.0,0
2024-11-30,P000043,LOC006,7,7,0,0.0,0
2024-11-30,P000043,LOC007,2,2,0,0.0,0
2024-11-30,P000043,LOC008,6,5,1,16.666666666666664,1
2024-11-30,P000043,LOC009,2,2,0,0.0,0
2024-11-30,P000043,LOC010,14,14,0,0.0,0
2024-11-30,P000043,LOC011,5,4,1,20.0,1
2024-11-30,P000043,LOC013,6,6,0,0.0,0
2024-11-30,P000043,LOC014,1,1,0,0.0,0
2024-11-30,P000043,LOC015,2,2,0,0.0,0
2024-11-30,P000043,LOC016,1,1,0,0.0,0
2024-11-30,P000043,LOC017,6,5,1,16.666666666666664,1
2024-11-30,P000043,LOC018,9,9,0,0.0,0
2024-11-30,P000043,LOC020,1,1,0,0.0,0
2024-11-30,P000044,LOC001,10,10,0,0.0,0
2024-11-30,P000044,LOC002,5,4,1,20.0,1
2024-11-30,P000044,LOC003,5,4,1,20.0,1
2024-11-30,P000044,LOC004,1,1,0,0.0,0
2024-11-30,P000044,LOC005,10,8,2,20.0,4
2024-11-30,P000044,LOC006,8,9,1,12.5,1
2024-11-30,P000044,LOC007,3,3,0,0.0,0
2024-11-30,P000044,LOC008,2,2,0,0.0,0
2024-11-30,P000044,LOC009,10,9,1,10.0,1
2024-11-30,P000044,LOC011,6,6,0,0.0,0
2024-11-30,P000044,LOC012,2,2,0,0.0,0
2024-11-30,P000044,LOC013,10,11,1,10.0,1
2024-11-30,P000044,LOC014,6,5,1,16.666666666666664,1
2024-11-30,P000044,LOC015,3,2,1,33.33333333333333,1
2024-11-30,P000044,LOC016,1,1,0,0.0,0
2024-11-30,P000044,LOC017,5,5,0,0.0,0
2024-11-30,P000044,LOC018,3,3,0,0.0,0
2024-11-30,P000044,LOC019,6,7,1,16.666666666666664,1
2024-11-30,P000044,LOC020,2,2,0,0.0,0
2024-11-30,P000045,LOC001,3,3,0,0.0,0
2024-11-30,P000045,LOC002,7,8,1,14.285714285714285,1
2024-11-30,P000045,LOC003,8,7,1,12.5,1
2024-11-30,P000045,LOC004,7,7,0,0.0,0
2024-11-30,P000045,LOC005,3,3,0,0.0,0
2024-11-30,P000045,LOC006,7,7,0,0.0,0
2024-11-30,P000045,LOC007,13,13,0,0.0,0
2024-11-30,P000045,LOC008,5,4,1,20.0,1
2024-11-30,P000045,LOC011,1,1,0,0.0,0
2024-11-30,P000045,LOC012,1,1,0,0.0,0
2024-11-30,P000045,LOC013,5,6,1,20.0,1
2024-11-30,P000045,LOC014,4,4,0,0.0,0
2024-11-30,P000045,LOC015,1,1,0,0.0,0
2024-11-30,P000045,LOC016,6,6,0,0.0,0
2024-11-30,P000045,LOC017,5,4,1,20.0,1
2024-11-30,P000045,LOC018,1,1,0,0.0,0
2024-11-30,P000045,LOC019,9,11,2,22.22222222222222,4
2024-11-30,P000045,LOC020,1,1,0,0.0,0
