date,channel,campaign_name,campaign_type,target_category,spend,impressions,clicks
2025-03-22 11:48:19.990260,Social Media,Social Media Campaign March,Awareness,Food & Beverages,54.1,1130,28
2025-03-22 11:48:19.990260,Affiliate Marketing,Affiliate Marketing Campaign March,Retargeting,Apparel,38.7,1454,19
2025-03-24 11:48:19.990260,Paid Search,Paid Search Campaign March,Retargeting,Apparel,146.95,2911,70
2025-03-24 11:48:19.990260,Display Ads,Display Ads Campaign March,Awareness,Electronics,90.83,1609,144
2025-03-25 11:48:19.990260,Paid Search,Paid Search Campaign March,Conversion,Beauty & Personal Care,248.16,3226,95
2025-03-25 11:48:19.990260,Social Media,Social Media Campaign March,Awareness,Apparel,100.04,3406,100
2025-03-25 11:48:19.990260,Email Marketing,Email Marketing Campaign March,Retargeting,Electronics,63.63,7869,223
2025-03-28 11:48:19.990260,Social Media,Social Media Campaign March,Awareness,Home & Living,255.7,3294,171
2025-03-29 11:48:19.990260,Paid Search,Paid Search Campaign March,Awareness,Food & Beverages,78.6,3055,62
2025-03-30 11:48:19.990260,Affiliate Marketing,Affiliate Marketing Campaign March,Conversion,Beauty & Personal Care,58.87,1757,35
2025-03-31 11:48:19.990260,Social Media,Social Media Campaign March,Awareness,Food & Beverages,201.09,9505,255
2025-03-31 11:48:19.990260,Email Marketing,Email Marketing Campaign March,Awareness,Home & Living,35.59,3814,150
