forecast_date,product_id,site_id,top_category,sub_category,brand,point_forecast,lower_bound,upper_bound,confidence_level,is_promotional,forecast_generated_date,unit_cost,unit_price,expected_revenue,expected_cost,expected_profit
2025-04-13,P000012,LOC009,Apparel,Kids' Clothing,H&M,3,2,3,0.8,True,2025-04-14,442.56,770.03,2310.09,1327.68,982.4100000000001
2025-04-14,P000012,LOC009,Apparel,Kids' Clothing,H&M,2,1,2,0.8,False,2025-04-14,442.56,770.03,1540.06,885.12,654.9399999999999
2025-04-15,P000012,LOC009,Apparel,Kids' Clothing,H&M,2,1,2,0.8,False,2025-04-14,442.56,770.03,1540.06,885.12,654.9399999999999
2025-04-16,P000012,LOC009,Apparel,Kids' Clothing,H&M,3,2,3,0.8,True,2025-04-14,442.56,770.03,2310.09,1327.68,982.4100000000001
2025-04-17,P000012,LOC009,Apparel,Kids' Clothing,H&M,2,1,2,0.8,False,2025-04-14,442.56,770.03,1540.06,885.12,654.9399999999999
2025-04-18,P000012,LOC009,Apparel,Kids' Clothing,H&M,2,1,2,0.8,False,2025-04-14,442.56,770.03,1540.06,885.12,654.9399999999999
2025-04-19,P000012,LOC009,Apparel,Kids' Clothing,H&M,2,1,2,0.8,False,2025-04-14,442.56,770.03,1540.06,885.12,654.9399999999999
2025-04-20,P000012,LOC009,Apparel,Kids' Clothing,H&M,2,1,2,0.8,False,2025-04-14,442.56,770.03,1540.06,885.12,654.9399999999999
2025-04-21,P000012,LOC009,Apparel,Kids' Clothing,H&M,2,1,2,0.8,False,2025-04-14,442.56,770.03,1540.06,885.12,654.9399999999999
2025-04-22,P000012,LOC009,Apparel,Kids' Clothing,H&M,3,2,3,0.8,True,2025-04-14,442.56,770.03,2310.09,1327.68,982.4100000000001
2025-04-23,P000012,LOC009,Apparel,Kids' Clothing,H&M,2,1,2,0.8,False,2025-04-14,442.56,770.03,1540.06,885.12,654.9399999999999
2025-04-24,P000012,LOC009,Apparel,Kids' Clothing,H&M,2,1,2,0.8,False,2025-04-14,442.56,770.03,1540.06,885.12,654.9399999999999
2025-04-25,P000012,LOC009,Apparel,Kids' Clothing,H&M,2,1,2,0.8,False,2025-04-14,442.56,770.03,1540.06,885.12,654.9399999999999
2025-04-26,P000012,LOC009,Apparel,Kids' Clothing,H&M,2,1,2,0.8,False,2025-04-14,442.56,770.03,1540.06,885.12,654.9399999999999
2025-04-27,P000012,LOC009,Apparel,Kids' Clothing,H&M,2,1,2,0.8,False,2025-04-14,442.56,770.03,1540.06,885.12,654.9399999999999
2025-04-28,P000012,LOC009,Apparel,Kids' Clothing,H&M,2,1,2,0.8,False,2025-04-14,442.56,770.03,1540.06,885.12,654.9399999999999
2025-04-29,P000012,LOC009,Apparel,Kids' Clothing,H&M,2,1,2,0.8,False,2025-04-14,442.56,770.03,1540.06,885.12,654.9399999999999
2025-04-01,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-02,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-03,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-04,P000013,LOC016,Home & Living,Furniture,Wayfair,1,0,1,0.8,False,2025-04-14,471.47,877.54,877.54,471.47,406.06999999999994
2025-04-05,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-06,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-07,P000013,LOC016,Home & Living,Furniture,Wayfair,1,0,1,0.8,False,2025-04-14,471.47,877.54,877.54,471.47,406.06999999999994
2025-04-08,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-09,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-10,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-11,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-12,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-13,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-14,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-15,P000013,LOC016,Home & Living,Furniture,Wayfair,1,0,1,0.8,False,2025-04-14,471.47,877.54,877.54,471.47,406.06999999999994
2025-04-16,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-17,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-18,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-19,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-20,P000013,LOC016,Home & Living,Furniture,Wayfair,1,0,1,0.8,False,2025-04-14,471.47,877.54,877.54,471.47,406.06999999999994
2025-04-21,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-22,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-23,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-24,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-25,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-26,P000013,LOC016,Home & Living,Furniture,Wayfair,1,0,1,0.8,False,2025-04-14,471.47,877.54,877.54,471.47,406.06999999999994
2025-04-27,P000013,LOC016,Home & Living,Furniture,Wayfair,1,0,1,0.8,False,2025-04-14,471.47,877.54,877.54,471.47,406.06999999999994
2025-04-28,P000013,LOC016,Home & Living,Furniture,Wayfair,1,0,1,0.8,False,2025-04-14,471.47,877.54,877.54,471.47,406.06999999999994
2025-04-29,P000013,LOC016,Home & Living,Furniture,Wayfair,2,1,2,0.8,False,2025-04-14,471.47,877.54,1755.08,942.94,812.1399999999999
2025-04-01,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-02,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-03,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-04,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-05,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-06,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-07,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-08,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,True,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-09,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-10,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-11,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,True,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-12,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-13,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,True,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-14,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-15,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-16,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-17,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-18,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-19,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-20,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-21,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-22,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-23,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-24,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-25,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-26,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-27,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-28,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-29,P000020,LOC004,Electronics,Smartphones,Apple,0,0,0,0.8,False,2025-04-14,8.91,15.55,0.0,0.0,0.0
2025-04-01,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-02,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-03,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-04,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-05,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-06,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-07,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-08,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-09,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-10,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-11,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-12,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-13,P000023,LOC008,Apparel,Men's Clothing,Gap,3,2,3,0.8,True,2025-04-14,303.16,670.32,2010.96,909.48,1101.48
2025-04-14,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-15,P000023,LOC008,Apparel,Men's Clothing,Gap,3,2,3,0.8,True,2025-04-14,303.16,670.32,2010.96,909.48,1101.48
2025-04-16,P000023,LOC008,Apparel,Men's Clothing,Gap,3,2,3,0.8,True,2025-04-14,303.16,670.32,2010.96,909.48,1101.48
2025-04-17,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-18,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-19,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-20,P000023,LOC008,Apparel,Men's Clothing,Gap,3,2,3,0.8,False,2025-04-14,303.16,670.32,2010.96,909.48,1101.48
2025-04-21,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-22,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-23,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-24,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-25,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-26,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-27,P000023,LOC008,Apparel,Men's Clothing,Gap,2,1,2,0.8,False,2025-04-14,303.16,670.32,1340.64,606.32,734.32
2025-04-28,P000023,LOC008,Apparel,Men's Clothing,Gap,3,2,3,0.8,False,2025-04-14,303.16,670.32,2010.96,909.48,1101.48
2025-04-29,P000023,LOC008,Apparel,Men's Clothing,Gap,3,2,3,0.8,False,2025-04-14,303.16,670.32,2010.96,909.48,1101.48
2025-04-01,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-02,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-03,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,3,2,3,0.8,False,2025-04-14,653.63,985.57,2956.71,1960.8899999999999,995.8200000000002
2025-04-04,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,3,2,3,0.8,False,2025-04-14,653.63,985.57,2956.71,1960.8899999999999,995.8200000000002
2025-04-05,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-06,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,3,2,3,0.8,False,2025-04-14,653.63,985.57,2956.71,1960.8899999999999,995.8200000000002
2025-04-07,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,3,2,3,0.8,False,2025-04-14,653.63,985.57,2956.71,1960.8899999999999,995.8200000000002
2025-04-08,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,3,2,3,0.8,False,2025-04-14,653.63,985.57,2956.71,1960.8899999999999,995.8200000000002
2025-04-09,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-10,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-11,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-12,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-13,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,3,2,3,0.8,False,2025-04-14,653.63,985.57,2956.71,1960.8899999999999,995.8200000000002
2025-04-14,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-15,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,3,2,3,0.8,False,2025-04-14,653.63,985.57,2956.71,1960.8899999999999,995.8200000000002
2025-04-16,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-17,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-18,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-19,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-20,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-21,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,3,2,3,0.8,False,2025-04-14,653.63,985.57,2956.71,1960.8899999999999,995.8200000000002
2025-04-22,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,3,2,3,0.8,False,2025-04-14,653.63,985.57,2956.71,1960.8899999999999,995.8200000000002
2025-04-23,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,3,2,3,0.8,False,2025-04-14,653.63,985.57,2956.71,1960.8899999999999,995.8200000000002
2025-04-24,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-25,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-26,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,3,2,3,0.8,False,2025-04-14,653.63,985.57,2956.71,1960.8899999999999,995.8200000000002
2025-04-27,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,3,2,3,0.8,False,2025-04-14,653.63,985.57,2956.71,1960.8899999999999,995.8200000000002
2025-04-28,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-29,P000025,LOC008,Beauty & Personal Care,Skincare,Maybelline,4,3,4,0.8,False,2025-04-14,653.63,985.57,3942.28,2614.52,1327.7600000000002
2025-04-01,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-02,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-03,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,1,0,1,0.8,False,2025-04-14,653.63,985.57,985.57,653.63,331.94000000000005
2025-04-04,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-05,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-06,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,1,0,1,0.8,False,2025-04-14,653.63,985.57,985.57,653.63,331.94000000000005
2025-04-07,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,1,0,1,0.8,False,2025-04-14,653.63,985.57,985.57,653.63,331.94000000000005
2025-04-08,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-09,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-10,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,True,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-11,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-12,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,True,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-13,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-14,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,1,0,1,0.8,False,2025-04-14,653.63,985.57,985.57,653.63,331.94000000000005
2025-04-15,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,1,0,1,0.8,False,2025-04-14,653.63,985.57,985.57,653.63,331.94000000000005
2025-04-16,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-17,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-18,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,1,0,1,0.8,False,2025-04-14,653.63,985.57,985.57,653.63,331.94000000000005
2025-04-19,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,1,0,1,0.8,False,2025-04-14,653.63,985.57,985.57,653.63,331.94000000000005
2025-04-20,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-21,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-22,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-23,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-24,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,1,0,1,0.8,False,2025-04-14,653.63,985.57,985.57,653.63,331.94000000000005
2025-04-25,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,3,2,3,0.8,True,2025-04-14,653.63,985.57,2956.71,1960.8899999999999,995.8200000000002
2025-04-26,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-27,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,2,1,2,0.8,False,2025-04-14,653.63,985.57,1971.14,1307.26,663.8800000000001
2025-04-28,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,1,0,1,0.8,False,2025-04-14,653.63,985.57,985.57,653.63,331.94000000000005
2025-04-29,P000025,LOC015,Beauty & Personal Care,Skincare,Maybelline,1,0,1,0.8,False,2025-04-14,653.63,985.57,985.57,653.63,331.94000000000005
2025-04-01,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,3,2,3,0.8,False,2025-04-14,506.27,945.04,2835.12,1518.81,1316.31
2025-04-02,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,3,2,3,0.8,False,2025-04-14,506.27,945.04,2835.12,1518.81,1316.31
2025-04-03,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,3,2,3,0.8,False,2025-04-14,506.27,945.04,2835.12,1518.81,1316.31
2025-04-04,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,4,3,4,0.8,False,2025-04-14,506.27,945.04,3780.16,2025.08,1755.08
2025-04-05,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,4,3,4,0.8,True,2025-04-14,506.27,945.04,3780.16,2025.08,1755.08
2025-04-06,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,4,3,4,0.8,False,2025-04-14,506.27,945.04,3780.16,2025.08,1755.08
2025-04-07,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,4,3,4,0.8,False,2025-04-14,506.27,945.04,3780.16,2025.08,1755.08
2025-04-08,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,5,4,6,0.8,True,2025-04-14,506.27,945.04,4725.2,2531.35,2193.85
2025-04-09,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,3,2,3,0.8,False,2025-04-14,506.27,945.04,2835.12,1518.81,1316.31
2025-04-10,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,3,2,3,0.8,False,2025-04-14,506.27,945.04,2835.12,1518.81,1316.31
2025-04-11,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,4,3,4,0.8,False,2025-04-14,506.27,945.04,3780.16,2025.08,1755.08
2025-04-12,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,3,2,3,0.8,False,2025-04-14,506.27,945.04,2835.12,1518.81,1316.31
2025-04-13,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,5,4,6,0.8,True,2025-04-14,506.27,945.04,4725.2,2531.35,2193.85
2025-04-14,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,4,3,4,0.8,False,2025-04-14,506.27,945.04,3780.16,2025.08,1755.08
2025-04-15,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,4,3,4,0.8,False,2025-04-14,506.27,945.04,3780.16,2025.08,1755.08
2025-04-16,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,3,2,3,0.8,False,2025-04-14,506.27,945.04,2835.12,1518.81,1316.31
2025-04-17,P000027,LOC004,Beauty & Personal Care,Skincare,Dove,3,2,3,0.8,False,2025-04-14,506.27,945.04,2835.12,1518.81,1316.31
