order_id,product_id,quantity,unit_price,item_total
ORD0001448,P000068,3,453.04,1359.1200000000001
ORD0001448,P000097,3,812.5,2437.5
ORD0001449,P000067,4,296.04,1184.16
ORD0001449,P000033,3,644.39,1933.17
ORD0001450,P000056,4,195.56,782.24
ORD0001451,P000015,4,803.01,3212.04
ORD0001452,P000077,2,909.58,1819.16
ORD0001452,P000064,3,135.37,406.11
ORD0001453,P000002,2,665.5,1331.0
ORD0001453,P000093,3,475.81,1427.43
ORD0001453,P000097,3,812.5,2437.5
ORD0001453,P000011,4,600.73,2402.92
ORD0001453,P000081,1,834.21,834.21
ORD0001454,P000078,5,475.26,2376.3
ORD0001454,P000053,2,53.27,106.54
ORD0001454,P000058,3,473.76,1421.28
ORD0001454,P000080,2,425.06,850.12
ORD0001454,P000043,2,232.18,464.36
ORD0001455,P000069,2,822.37,1644.74
ORD0001455,P000061,3,422.28,1266.84
ORD0001456,P000008,1,237.9,237.9
ORD0001456,P000098,4,647.23,2588.92
ORD0001456,P000028,1,132.06,132.06
ORD0001456,P000050,4,149.61,598.44
ORD0001457,P000037,1,870.37,870.37
ORD0001458,P000060,1,606.3,606.3
ORD0001459,P000040,3,852.32,2556.96
ORD0001460,P000013,4,877.54,3510.16
ORD0001460,P000002,4,665.5,2662.0
ORD0001460,P000022,4,294.77,1179.08
ORD0001461,P000060,1,606.3,606.3
ORD0001461,P000080,4,425.06,1700.24
ORD0001461,P000096,3,118.09,354.27
ORD0001461,P000040,3,852.32,2556.96
ORD0001462,P000033,5,644.39,3221.95
ORD0001462,P000008,5,237.9,1189.5
ORD0001463,P000047,5,142.41,712.05
ORD0001464,P000065,3,392.5,1177.5
ORD0001464,P000091,1,204.84,204.84
ORD0001464,P000079,3,565.57,1696.71
ORD0001465,P000096,4,118.09,472.36
ORD0001465,P000072,5,841.35,4206.75
ORD0001465,P000096,3,118.09,354.27
ORD0001465,P000077,2,909.58,1819.16
ORD0001465,P000082,1,797.58,797.58
ORD0001466,P000040,1,852.32,852.32
ORD0001467,P000075,2,438.9,877.8
ORD0001467,P000016,1,108.84,108.84
ORD0001467,P000074,1,915.8,915.8
ORD0001467,P000060,3,606.3,1818.8999999999999
ORD0001468,P000006,4,339.56,1358.24
ORD0001468,P000007,4,20.07,80.28
ORD0001468,P000017,2,525.47,1050.94
ORD0001468,P000045,2,711.71,1423.42
ORD0001469,P000018,4,261.78,1047.12
ORD0001469,P000022,4,294.77,1179.08
ORD0001470,P000058,5,473.76,2368.8
ORD0001470,P000041,2,730.28,1460.56
ORD0001470,P000059,1,225.97,225.97
ORD0001470,P000078,4,475.26,1901.04
ORD0001470,P000042,2,274.71,549.42
ORD0001471,P000054,4,622.14,2488.56
ORD0001471,P000019,3,941.21,2823.63
ORD0001472,P000055,4,173.18,692.72
ORD0001472,P000022,3,294.77,884.31
ORD0001472,P000003,1,924.38,924.38
ORD0001472,P000072,3,841.35,2524.05
ORD0001473,P000091,3,204.84,614.52
ORD0001473,P000087,5,16.49,82.44999999999999
ORD0001473,P000041,5,730.28,3651.3999999999996
ORD0001473,P000007,2,20.07,40.14
ORD0001473,P000048,4,294.63,1178.52
ORD0001474,P000061,2,422.28,844.56
ORD0001474,P000100,5,776.96,3884.8
ORD0001475,P000046,2,580.21,1160.42
ORD0001475,P000088,1,730.81,730.81
ORD0001475,P000091,2,204.84,409.68
ORD0001475,P000071,4,59.2,236.8
ORD0001475,P000094,3,341.12,1023.36
ORD0001476,P000070,3,692.24,2076.7200000000003
ORD0001477,P000022,4,294.77,1179.08
ORD0001477,P000037,1,870.37,870.37
ORD0001477,P000074,2,915.8,1831.6
ORD0001477,P000069,4,822.37,3289.48
ORD0001477,P000028,4,132.06,528.24
ORD0001478,P000048,5,294.63,1473.15
ORD0001478,P000017,2,525.47,1050.94
ORD0001478,P000082,5,797.58,3987.9
ORD0001478,P000042,2,274.71,549.42
ORD0001478,P000058,1,473.76,473.76
ORD0001479,P000051,4,250.57,1002.28
ORD0001479,P000050,4,149.61,598.44
ORD0001479,P000013,3,877.54,2632.62
ORD0001479,P000079,1,565.57,565.57
ORD0001480,P000031,4,91.66,366.64
ORD0001480,P000096,3,118.09,354.27
ORD0001480,P000039,4,929.35,3717.4
ORD0001480,P000099,5,579.66,2898.2999999999997
ORD0001480,P000016,3,108.84,326.52
ORD0001481,P000006,1,339.56,339.56
ORD0001481,P000069,3,822.37,2467.11
ORD0001482,P000080,4,425.06,1700.24
ORD0001482,P000013,5,877.54,4387.7
ORD0001482,P000001,1,571.03,571.03
ORD0001482,P000078,1,475.26,475.26
ORD0001483,P000046,5,580.21,2901.05
ORD0001484,P000068,3,453.04,1359.1200000000001
ORD0001484,P000014,3,928.24,2784.7200000000003
ORD0001485,P000085,1,591.78,591.78
ORD0001485,P000001,3,571.03,1713.09
ORD0001485,P000067,5,296.04,1480.2
ORD0001486,P000020,1,15.55,15.55
ORD0001486,P000001,5,571.03,2855.1499999999996
ORD0001486,P000014,1,928.24,928.24
ORD0001486,P000060,5,606.3,3031.5
ORD0001486,P000016,2,108.84,217.68
ORD0001487,P000007,5,20.07,100.35
ORD0001487,P000098,4,647.23,2588.92
ORD0001487,P000072,4,841.35,3365.4
ORD0001488,P000003,2,924.38,1848.76
ORD0001489,P000031,5,91.66,458.29999999999995
ORD0001489,P000085,2,591.78,1183.56
ORD0001489,P000009,3,462.25,1386.75
ORD0001489,P000044,5,446.54,2232.7000000000003
ORD0001489,P000054,1,622.14,622.14
ORD0001490,P000098,3,647.23,1941.69
ORD0001490,P000075,4,438.9,1755.6
ORD0001490,P000083,2,854.01,1708.02
ORD0001490,P000051,4,250.57,1002.28
ORD0001490,P000051,5,250.57,1252.85
ORD0001491,P000065,4,392.5,1570.0
ORD0001492,P000009,2,462.25,924.5
ORD0001492,P000051,4,250.57,1002.28
ORD0001492,P000098,4,647.23,2588.92
ORD0001492,P000012,4,770.03,3080.12
ORD0001493,P000070,1,692.24,692.24
ORD0001494,P000092,4,162.46,649.84
ORD0001494,P000058,3,473.76,1421.28
ORD0001494,P000069,2,822.37,1644.74
ORD0001495,P000082,5,797.58,3987.9
ORD0001495,P000007,2,20.07,40.14
ORD0001496,P000081,1,834.21,834.21
ORD0001496,P000061,5,422.28,2111.3999999999996
ORD0001496,P000065,5,392.5,1962.5
ORD0001497,P000027,2,945.04,1890.08
ORD0001497,P000054,2,622.14,1244.28
ORD0001498,P000057,5,124.11,620.55
ORD0001498,P000021,4,482.67,1930.68
ORD0001499,P000002,2,665.5,1331.0
ORD0001499,P000073,4,122.71,490.84
ORD0001499,P000033,4,644.39,2577.56
ORD0001499,P000064,5,135.37,676.85
ORD0001499,P000059,2,225.97,451.94
ORD0001500,P000043,1,232.18,232.18
ORD0001500,P000077,1,909.58,909.58
ORD0001501,P000096,5,118.09,590.45
ORD0001501,P000096,3,118.09,354.27
ORD0001501,P000060,2,606.3,1212.6
ORD0001501,P000078,5,475.26,2376.3
ORD0001501,P000023,4,670.32,2681.28
ORD0001502,P000050,3,149.61,448.83000000000004
ORD0001503,P000100,2,776.96,1553.92
ORD0001503,P000029,1,96.26,96.26
ORD0001503,P000009,5,462.25,2311.25
ORD0001504,P000032,2,837.84,1675.68
ORD0001505,P000050,1,149.61,149.61
ORD0001505,P000005,2,202.06,404.12
ORD0001505,P000070,2,692.24,1384.48
ORD0001506,P000046,2,580.21,1160.42
ORD0001506,P000061,5,422.28,2111.3999999999996
ORD0001506,P000051,1,250.57,250.57
ORD0001506,P000001,5,571.03,2855.1499999999996
ORD0001507,P000061,1,422.28,422.28
ORD0001508,P000038,4,237.03,948.12
ORD0001509,P000045,2,711.71,1423.42
ORD0001509,P000075,3,438.9,1316.6999999999998
ORD0001509,P000023,5,670.32,3351.6000000000004
ORD0001509,P000036,4,225.58,902.32
ORD0001510,P000091,5,204.84,1024.2
ORD0001511,P000047,1,142.41,142.41
ORD0001511,P000013,1,877.54,877.54
ORD0001511,P000019,1,941.21,941.21
ORD0001512,P000015,3,803.01,2409.0299999999997
ORD0001513,P000034,3,927.37,2782.11
ORD0001513,P000011,3,600.73,1802.19
ORD0001513,P000088,4,730.81,2923.24
ORD0001513,P000031,2,91.66,183.32
ORD0001514,P000099,5,579.66,2898.2999999999997
ORD0001514,P000001,4,571.03,2284.12
ORD0001514,P000049,3,397.95,1193.85
ORD0001515,P000076,4,171.21,684.84
ORD0001515,P000026,2,78.71,157.42
ORD0001516,P000095,3,544.11,1632.33
ORD0001517,P000052,4,148.67,594.68
ORD0001517,P000096,1,118.09,118.09
ORD0001518,P000017,2,525.47,1050.94
ORD0001518,P000001,3,571.03,1713.09
ORD0001518,P000085,2,591.78,1183.56
ORD0001518,P000098,1,647.23,647.23
ORD0001518,P000026,5,78.71,393.54999999999995
ORD0001519,P000074,5,915.8,4579.0
ORD0001519,P000026,4,78.71,314.84
ORD0001519,P000077,3,909.58,2728.7400000000002
ORD0001519,P000009,2,462.25,924.5
ORD0001520,P000075,2,438.9,877.8
ORD0001520,P000095,4,544.11,2176.44
ORD0001521,P000008,2,237.9,475.8
ORD0001521,P000053,1,53.27,53.27
ORD0001522,P000056,2,195.56,391.12
ORD0001522,P000028,2,132.06,264.12
ORD0001523,P000001,4,571.03,2284.12
ORD0001523,P000044,5,446.54,2232.7000000000003
ORD0001524,P000020,5,15.55,77.75
ORD0001524,P000077,4,909.58,3638.32
ORD0001525,P000045,1,711.71,711.71
ORD0001525,P000004,1,709.94,709.94
ORD0001525,P000067,3,296.04,888.1200000000001
ORD0001526,P000060,3,606.3,1818.8999999999999
ORD0001526,P000065,1,392.5,392.5
ORD0001527,P000072,2,841.35,1682.7
ORD0001527,P000042,5,274.71,1373.55
ORD0001527,P000047,5,142.41,712.05
ORD0001527,P000012,2,770.03,1540.06
ORD0001528,P000099,4,579.66,2318.64
ORD0001528,P000047,3,142.41,427.23
ORD0001528,P000032,3,837.84,2513.52
ORD0001529,P000086,3,949.25,2847.75
ORD0001529,P000032,3,837.84,2513.52
ORD0001529,P000026,4,78.71,314.84
ORD0001529,P000062,2,745.88,1491.76
ORD0001530,P000031,2,91.66,183.32
ORD0001530,P000070,2,692.24,1384.48
ORD0001531,P000047,4,142.41,569.64
ORD0001531,P000069,4,822.37,3289.48
ORD0001532,P000030,3,991.47,2974.41
ORD0001532,P000020,4,15.55,62.2
ORD0001532,P000041,1,730.28,730.28
ORD0001532,P000031,2,91.66,183.32
ORD0001533,P000083,4,854.01,3416.04
ORD0001533,P000004,3,709.94,2129.82
ORD0001533,P000084,3,205.66,616.98
ORD0001533,P000018,1,261.78,261.78
ORD0001533,P000037,2,870.37,1740.74
ORD0001534,P000088,4,730.81,2923.24
ORD0001534,P000059,3,225.97,677.91
ORD0001534,P000056,1,195.56,195.56
ORD0001534,P000074,2,915.8,1831.6
ORD0001534,P000076,1,171.21,171.21
ORD0001535,P000094,5,341.12,1705.6
ORD0001535,P000045,4,711.71,2846.84
ORD0001535,P000051,5,250.57,1252.85
ORD0001535,P000058,5,473.76,2368.8
ORD0001536,P000009,4,462.25,1849.0
ORD0001536,P000061,2,422.28,844.56
ORD0001536,P000087,2,16.49,32.98
ORD0001536,P000028,4,132.06,528.24
ORD0001536,P000070,4,692.24,2768.96
ORD0001537,P000030,4,991.47,3965.88
ORD0001537,P000029,3,96.26,288.78000000000003
ORD0001537,P000036,1,225.58,225.58
ORD0001537,P000054,1,622.14,622.14
ORD0001538,P000061,3,422.28,1266.84
ORD0001538,P000089,4,385.38,1541.52
ORD0001538,P000089,2,385.38,770.76
ORD0001538,P000082,2,797.58,1595.16
ORD0001539,P000015,1,803.01,803.01
ORD0001539,P000033,3,644.39,1933.17
ORD0001539,P000098,3,647.23,1941.69
ORD0001540,P000050,2,149.61,299.22
ORD0001540,P000048,4,294.63,1178.52
ORD0001540,P000024,1,33.52,33.52
ORD0001541,P000086,3,949.25,2847.75
ORD0001541,P000044,3,446.54,1339.6200000000001
ORD0001542,P000080,5,425.06,2125.3
ORD0001542,P000027,3,945.04,2835.12
ORD0001543,P000050,3,149.61,448.83000000000004
ORD0001543,P000009,5,462.25,2311.25
ORD0001543,P000070,5,692.24,3461.2
ORD0001543,P000069,5,822.37,4111.85
ORD0001543,P000060,4,606.3,2425.2
ORD0001544,P000058,3,473.76,1421.28
ORD0001544,P000077,1,909.58,909.58
ORD0001544,P000093,2,475.81,951.62
ORD0001544,P000091,4,204.84,819.36
ORD0001545,P000089,3,385.38,1156.1399999999999
ORD0001545,P000018,4,261.78,1047.12
ORD0001545,P000017,1,525.47,525.47
ORD0001545,P000099,2,579.66,1159.32
ORD0001545,P000002,3,665.5,1996.5
ORD0001546,P000058,5,473.76,2368.8
ORD0001546,P000047,1,142.41,142.41
ORD0001547,P000090,3,890.09,2670.27
ORD0001548,P000032,1,837.84,837.84
ORD0001548,P000097,4,812.5,3250.0
ORD0001548,P000029,2,96.26,192.52
ORD0001549,P000084,4,205.66,822.64
ORD0001549,P000031,2,91.66,183.32
ORD0001550,P000022,1,294.77,294.77
ORD0001550,P000004,4,709.94,2839.76
ORD0001550,P000079,2,565.57,1131.14
ORD0001551,P000063,1,73.02,73.02
ORD0001552,P000090,1,890.09,890.09
ORD0001553,P000065,4,392.5,1570.0
ORD0001553,P000070,1,692.24,692.24
ORD0001553,P000007,5,20.07,100.35
ORD0001554,P000051,4,250.57,1002.28
ORD0001554,P000007,1,20.07,20.07
ORD0001555,P000002,4,665.5,2662.0
ORD0001556,P000039,4,929.35,3717.4
ORD0001556,P000071,1,59.2,59.2
ORD0001556,P000005,3,202.06,606.1800000000001
ORD0001557,P000094,3,341.12,1023.36
ORD0001557,P000049,5,397.95,1989.75
ORD0001557,P000042,5,274.71,1373.55
ORD0001557,P000056,3,195.56,586.6800000000001
ORD0001558,P000094,3,341.12,1023.36
ORD0001558,P000049,1,397.95,397.95
ORD0001558,P000068,4,453.04,1812.16
ORD0001558,P000084,5,205.66,1028.3
ORD0001559,P000081,5,834.21,4171.05
ORD0001559,P000035,4,248.76,995.04
ORD0001560,P000059,4,225.97,903.88
ORD0001560,P000042,3,274.71,824.1299999999999
ORD0001560,P000082,2,797.58,1595.16
ORD0001560,P000036,3,225.58,676.74
ORD0001560,P000068,2,453.04,906.08
ORD0001561,P000094,2,341.12,682.24
ORD0001561,P000080,3,425.06,1275.18
ORD0001561,P000023,3,670.32,2010.96
ORD0001561,P000016,1,108.84,108.84
ORD0001562,P000051,5,250.57,1252.85
ORD0001562,P000048,5,294.63,1473.15
ORD0001562,P000084,5,205.66,1028.3
ORD0001563,P000047,5,142.41,712.05
ORD0001563,P000049,4,397.95,1591.8
ORD0001563,P000046,2,580.21,1160.42
ORD0001563,P000100,1,776.96,776.96
ORD0001564,P000100,4,776.96,3107.84
ORD0001564,P000006,3,339.56,1018.6800000000001
ORD0001564,P000080,5,425.06,2125.3
ORD0001564,P000085,5,591.78,2958.8999999999996
ORD0001565,P000071,5,59.2,296.0
ORD0001565,P000042,1,274.71,274.71
ORD0001566,P000030,4,991.47,3965.88
ORD0001567,P000021,4,482.67,1930.68
ORD0001568,P000054,1,622.14,622.14
ORD0001568,P000025,1,985.57,985.57
ORD0001569,P000080,4,425.06,1700.24
ORD0001569,P000012,5,770.03,3850.1499999999996
ORD0001569,P000023,1,670.32,670.32
ORD0001569,P000044,2,446.54,893.08
ORD0001570,P000042,2,274.71,549.42
ORD0001571,P000002,5,665.5,3327.5
ORD0001572,P000035,1,248.76,248.76
ORD0001572,P000087,3,16.49,49.47
ORD0001572,P000026,4,78.71,314.84
ORD0001573,P000092,4,162.46,649.84
ORD0001573,P000026,4,78.71,314.84
ORD0001573,P000074,3,915.8,2747.3999999999996
ORD0001574,P000082,3,797.58,2392.7400000000002
ORD0001574,P000096,5,118.09,590.45
ORD0001574,P000051,5,250.57,1252.85
ORD0001575,P000055,2,173.18,346.36
ORD0001575,P000078,5,475.26,2376.3
ORD0001575,P000036,2,225.58,451.16
ORD0001575,P000026,5,78.71,393.54999999999995
ORD0001575,P000081,3,834.21,2502.63
ORD0001576,P000047,4,142.41,569.64
ORD0001576,P000067,5,296.04,1480.2
ORD0001577,P000066,5,382.36,1911.8000000000002
ORD0001578,P000023,3,670.32,2010.96
ORD0001579,P000085,5,591.78,2958.8999999999996
ORD0001579,P000056,1,195.56,195.56
ORD0001579,P000033,1,644.39,644.39
ORD0001580,P000004,5,709.94,3549.7000000000003
ORD0001580,P000031,1,91.66,91.66
ORD0001580,P000002,3,665.5,1996.5
ORD0001580,P000057,2,124.11,248.22
ORD0001580,P000061,3,422.28,1266.84
ORD0001581,P000044,1,446.54,446.54
ORD0001582,P000052,3,148.67,446.01
ORD0001582,P000008,5,237.9,1189.5
ORD0001583,P000079,3,565.57,1696.71
ORD0001583,P000001,2,571.03,1142.06
ORD0001583,P000007,4,20.07,80.28
ORD0001584,P000063,1,73.02,73.02
ORD0001584,P000072,1,841.35,841.35
ORD0001584,P000023,5,670.32,3351.6000000000004
ORD0001585,P000092,5,162.46,812.3000000000001
ORD0001586,P000074,2,915.8,1831.6
ORD0001587,P000078,5,475.26,2376.3
ORD0001587,P000003,2,924.38,1848.76
ORD0001587,P000055,4,173.18,692.72
ORD0001587,P000018,3,261.78,785.3399999999999
ORD0001587,P000042,4,274.71,1098.84
ORD0001588,P000024,2,33.52,67.04
ORD0001588,P000053,5,53.27,266.35
ORD0001589,P000100,5,776.96,3884.8
ORD0001589,P000033,3,644.39,1933.17
ORD0001589,P000011,1,600.73,600.73
ORD0001589,P000035,3,248.76,746.28
ORD0001589,P000077,5,909.58,4547.900000000001
ORD0001590,P000048,1,294.63,294.63
ORD0001590,P000098,2,647.23,1294.46
ORD0001590,P000023,3,670.32,2010.96
ORD0001590,P000089,5,385.38,1926.9
ORD0001591,P000064,4,135.37,541.48
ORD0001591,P000094,5,341.12,1705.6
ORD0001591,P000057,4,124.11,496.44
ORD0001591,P000083,3,854.01,2562.0299999999997
ORD0001591,P000058,4,473.76,1895.04
ORD0001592,P000022,2,294.77,589.54
ORD0001592,P000083,1,854.01,854.01
ORD0001592,P000089,2,385.38,770.76
ORD0001592,P000001,3,571.03,1713.09
ORD0001593,P000024,4,33.52,134.08
ORD0001593,P000013,2,877.54,1755.08
ORD0001593,P000006,1,339.56,339.56
ORD0001593,P000037,2,870.37,1740.74
ORD0001594,P000081,3,834.21,2502.63
ORD0001595,P000077,3,909.58,2728.7400000000002
ORD0001595,P000053,4,53.27,213.08
ORD0001596,P000016,4,108.84,435.36
ORD0001596,P000093,5,475.81,2379.05
ORD0001596,P000006,5,339.56,1697.8
ORD0001596,P000080,1,425.06,425.06
ORD0001596,P000056,4,195.56,782.24
ORD0001597,P000050,4,149.61,598.44
ORD0001597,P000038,1,237.03,237.03
ORD0001597,P000012,2,770.03,1540.06
ORD0001597,P000031,4,91.66,366.64
ORD0001597,P000020,1,15.55,15.55
ORD0001598,P000004,2,709.94,1419.88
ORD0001599,P000043,3,232.18,696.54
ORD0001599,P000060,3,606.3,1818.8999999999999
ORD0001600,P000092,4,162.46,649.84
ORD0001601,P000062,5,745.88,3729.4
ORD0001602,P000045,1,711.71,711.71
ORD0001603,P000045,2,711.71,1423.42
ORD0001603,P000028,4,132.06,528.24
ORD0001603,P000006,1,339.56,339.56
ORD0001604,P000018,4,261.78,1047.12
ORD0001604,P000084,4,205.66,822.64
ORD0001604,P000009,2,462.25,924.5
ORD0001604,P000008,2,237.9,475.8
ORD0001605,P000041,5,730.28,3651.3999999999996
ORD0001605,P000066,5,382.36,1911.8000000000002
ORD0001605,P000091,5,204.84,1024.2
ORD0001605,P000068,1,453.04,453.04
ORD0001606,P000050,4,149.61,598.44
ORD0001606,P000095,3,544.11,1632.33
ORD0001606,P000053,5,53.27,266.35
ORD0001606,P000044,4,446.54,1786.16
ORD0001606,P000092,4,162.46,649.84
ORD0001607,P000006,4,339.56,1358.24
ORD0001607,P000001,2,571.03,1142.06
ORD0001607,P000064,4,135.37,541.48
ORD0001608,P000061,5,422.28,2111.3999999999996
ORD0001609,P000012,4,770.03,3080.12
ORD0001609,P000059,3,225.97,677.91
ORD0001609,P000069,4,822.37,3289.48
ORD0001609,P000056,1,195.56,195.56
ORD0001610,P000078,4,475.26,1901.04
ORD0001610,P000082,4,797.58,3190.32
ORD0001610,P000086,3,949.25,2847.75
ORD0001610,P000070,4,692.24,2768.96
ORD0001611,P000049,4,397.95,1591.8
ORD0001612,P000007,4,20.07,80.28
ORD0001612,P000040,3,852.32,2556.96
ORD0001612,P000005,1,202.06,202.06
ORD0001612,P000008,5,237.9,1189.5
ORD0001612,P000060,5,606.3,3031.5
ORD0001613,P000055,5,173.18,865.9000000000001
ORD0001613,P000009,3,462.25,1386.75
ORD0001613,P000055,4,173.18,692.72
ORD0001613,P000071,4,59.2,236.8
ORD0001613,P000007,5,20.07,100.35
ORD0001614,P000043,3,232.18,696.54
ORD0001615,P000081,4,834.21,3336.84
ORD0001615,P000091,4,204.84,819.36
ORD0001615,P000026,3,78.71,236.13
ORD0001616,P000018,4,261.78,1047.12
ORD0001617,P000023,5,670.32,3351.6000000000004
ORD0001618,P000049,4,397.95,1591.8
ORD0001618,P000028,3,132.06,396.18
ORD0001618,P000071,3,59.2,177.60000000000002
ORD0001618,P000051,5,250.57,1252.85
ORD0001618,P000040,2,852.32,1704.64
ORD0001619,P000038,3,237.03,711.09
ORD0001619,P000073,4,122.71,490.84
ORD0001619,P000049,4,397.95,1591.8
ORD0001619,P000096,5,118.09,590.45
ORD0001620,P000014,1,928.24,928.24
ORD0001620,P000005,3,202.06,606.1800000000001
ORD0001620,P000095,5,544.11,2720.55
ORD0001621,P000093,5,475.81,2379.05
ORD0001621,P000085,3,591.78,1775.34
ORD0001621,P000033,2,644.39,1288.78
ORD0001621,P000081,4,834.21,3336.84
ORD0001621,P000002,5,665.5,3327.5
ORD0001622,P000047,2,142.41,284.82
ORD0001622,P000057,5,124.11,620.55
ORD0001622,P000041,5,730.28,3651.3999999999996
ORD0001622,P000049,5,397.95,1989.75
ORD0001623,P000019,5,941.21,4706.05
ORD0001623,P000030,5,991.47,4957.35
ORD0001624,P000063,2,73.02,146.04
ORD0001624,P000093,2,475.81,951.62
ORD0001624,P000050,3,149.61,448.83000000000004
ORD0001624,P000016,5,108.84,544.2
ORD0001624,P000096,3,118.09,354.27
ORD0001625,P000014,3,928.24,2784.7200000000003
ORD0001626,P000005,2,202.06,404.12
ORD0001626,P000011,3,600.73,1802.19
ORD0001626,P000034,4,927.37,3709.48
ORD0001627,P000030,4,991.47,3965.88
ORD0001628,P000022,3,294.77,884.31
ORD0001628,P000042,3,274.71,824.1299999999999
ORD0001628,P000018,3,261.78,785.3399999999999
ORD0001628,P000060,1,606.3,606.3
ORD0001629,P000021,4,482.67,1930.68
ORD0001629,P000029,4,96.26,385.04
ORD0001630,P000056,3,195.56,586.6800000000001
ORD0001631,P000078,2,475.26,950.52
ORD0001631,P000012,4,770.03,3080.12
ORD0001631,P000035,4,248.76,995.04
ORD0001631,P000088,4,730.81,2923.24
ORD0001632,P000058,4,473.76,1895.04
ORD0001632,P000003,1,924.38,924.38
ORD0001633,P000073,3,122.71,368.13
ORD0001634,P000045,2,711.71,1423.42
ORD0001635,P000008,5,237.9,1189.5
ORD0001635,P000060,2,606.3,1212.6
ORD0001635,P000052,5,148.67,743.3499999999999
ORD0001635,P000012,3,770.03,2310.09
ORD0001636,P000005,2,202.06,404.12
ORD0001636,P000062,5,745.88,3729.4
ORD0001636,P000065,1,392.5,392.5
ORD0001636,P000030,3,991.47,2974.41
ORD0001637,P000021,1,482.67,482.67
ORD0001637,P000072,3,841.35,2524.05
ORD0001638,P000056,4,195.56,782.24
ORD0001638,P000038,2,237.03,474.06
ORD0001638,P000078,1,475.26,475.26
ORD0001638,P000074,2,915.8,1831.6
ORD0001639,P000043,5,232.18,1160.9
ORD0001639,P000003,1,924.38,924.38
ORD0001639,P000073,3,122.71,368.13
ORD0001639,P000015,5,803.01,4015.05
ORD0001639,P000085,1,591.78,591.78
ORD0001640,P000029,1,96.26,96.26
ORD0001640,P000028,5,132.06,660.3
ORD0001641,P000038,5,237.03,1185.15
ORD0001641,P000019,5,941.21,4706.05
ORD0001641,P000007,3,20.07,60.21
ORD0001642,P000042,2,274.71,549.42
ORD0001642,P000093,2,475.81,951.62
ORD0001642,P000024,4,33.52,134.08
ORD0001642,P000089,3,385.38,1156.1399999999999
ORD0001642,P000055,2,173.18,346.36
ORD0001643,P000040,5,852.32,4261.6
ORD0001644,P000099,5,579.66,2898.2999999999997
ORD0001645,P000033,2,644.39,1288.78
ORD0001645,P000023,5,670.32,3351.6000000000004
ORD0001645,P000088,4,730.81,2923.24
ORD0001645,P000048,5,294.63,1473.15
ORD0001645,P000030,5,991.47,4957.35
ORD0001646,P000064,3,135.37,406.11
ORD0001646,P000006,3,339.56,1018.6800000000001
ORD0001646,P000069,4,822.37,3289.48
ORD0001646,P000038,5,237.03,1185.15
ORD0001647,P000047,4,142.41,569.64
ORD0001647,P000026,1,78.71,78.71
ORD0001648,P000055,5,173.18,865.9000000000001
ORD0001648,P000070,2,692.24,1384.48
ORD0001648,P000016,3,108.84,326.52
ORD0001648,P000001,3,571.03,1713.09
ORD0001648,P000030,4,991.47,3965.88
ORD0001649,P000023,1,670.32,670.32
ORD0001649,P000039,1,929.35,929.35
ORD0001649,P000034,5,927.37,4636.85
ORD0001649,P000024,2,33.52,67.04
ORD0001650,P000042,4,274.71,1098.84
ORD0001650,P000060,3,606.3,1818.8999999999999
ORD0001650,P000025,5,985.57,4927.85
ORD0001651,P000038,2,237.03,474.06
ORD0001651,P000081,3,834.21,2502.63
ORD0001651,P000048,3,294.63,883.89
ORD0001652,P000051,1,250.57,250.57
ORD0001652,P000092,1,162.46,162.46
ORD0001653,P000046,5,580.21,2901.05
ORD0001653,P000011,2,600.73,1201.46
ORD0001653,P000099,5,579.66,2898.2999999999997
ORD0001653,P000015,1,803.01,803.01
ORD0001653,P000066,2,382.36,764.72
ORD0001654,P000074,5,915.8,4579.0
ORD0001654,P000083,4,854.01,3416.04
ORD0001654,P000031,2,91.66,183.32
ORD0001655,P000076,2,171.21,342.42
ORD0001655,P000023,5,670.32,3351.6000000000004
ORD0001655,P000098,4,647.23,2588.92
ORD0001656,P000014,2,928.24,1856.48
ORD0001656,P000025,3,985.57,2956.71
ORD0001657,P000050,2,149.61,299.22
ORD0001658,P000099,1,579.66,579.66
ORD0001658,P000060,2,606.3,1212.6
ORD0001658,P000012,3,770.03,2310.09
ORD0001658,P000015,5,803.01,4015.05
ORD0001658,P000030,1,991.47,991.47
ORD0001659,P000014,3,928.24,2784.7200000000003
ORD0001659,P000032,1,837.84,837.84
ORD0001659,P000096,5,118.09,590.45
ORD0001660,P000068,5,453.04,2265.2000000000003
ORD0001661,P000071,1,59.2,59.2
ORD0001661,P000015,2,803.01,1606.02
ORD0001661,P000079,2,565.57,1131.14
ORD0001661,P000041,4,730.28,2921.12
ORD0001661,P000030,4,991.47,3965.88
ORD0001662,P000085,5,591.78,2958.8999999999996
ORD0001662,P000020,2,15.55,31.1
ORD0001662,P000059,2,225.97,451.94
ORD0001662,P000069,2,822.37,1644.74
ORD0001663,P000072,4,841.35,3365.4
ORD0001663,P000001,4,571.03,2284.12
ORD0001664,P000092,5,162.46,812.3000000000001
ORD0001664,P000052,3,148.67,446.01
ORD0001665,P000065,1,392.5,392.5
ORD0001665,P000004,1,709.94,709.94
ORD0001665,P000089,4,385.38,1541.52
ORD0001665,P000023,1,670.32,670.32
ORD0001666,P000018,3,261.78,785.3399999999999
ORD0001667,P000092,5,162.46,812.3000000000001
ORD0001667,P000092,1,162.46,162.46
ORD0001667,P000093,1,475.81,475.81
ORD0001667,P000039,3,929.35,2788.05
